NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,Label2,Label3,Label4,Label5,Label6
32,323,3231,32311,323119,Manufacturing,Printing and Related Support Activities,Printing and Related Support Activities,Printing,Other Commercial Printing
32,323,3231,32312,323121,Manufacturing,Printing and Related Support Activities,Printing and Related Support Activities,Support Activities for Printing,Tradebinding and Related Work
32,323,3231,32312,323122,Manufacturing,Printing and Related Support Activities,Printing and Related Support Activities,Support Activities for Printing,Prepress Services
32,324,3241,32411,324110,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum Refineries,Petroleum Refineries
32,324,3241,32412,324121,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing",Asphalt Paving Mixture and Block Manufacturing
32,324,3241,32412,324122,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing",Asphalt Shingle and Coating Materials Manufacturing
32,324,3241,32419,324191,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,Other Petroleum and Coal Products Manufacturing,Petroleum Lubricating Oil and Grease Manufacturing
32,324,3241,32419,324199,Manufacturing,Petroleum and Coal Products Manufacturing,Petroleum and Coal Products Manufacturing,Other Petroleum and Coal Products Manufacturing,All Other Petroleum and Coal Products Manufacturing
32,325,3251,32511,325110,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Petrochemical Manufacturing,Petrochemical Manufacturing
32,325,3251,32512,325120,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Industrial Gas Manufacturing,Industrial Gas Manufacturing
32,325,3251,32513,325131,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Synthetic Dye and Pigment Manufacturing,Inorganic Dye and Pigment Manufacturing
32,325,3251,32513,325132,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Synthetic Dye and Pigment Manufacturing,Synthetic Organic Dye and Pigment Manufacturing
32,325,3251,32518,325181,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Inorganic Chemical Manufacturing,Alkalies and Chlorine Manufacturing
32,325,3251,32518,325182,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Inorganic Chemical Manufacturing,Carbon Black Manufacturing
32,325,3251,32518,325188,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Inorganic Chemical Manufacturing,All Other Basic Inorganic Chemical Manufacturing
32,325,3251,32519,325191,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Organic Chemical Manufacturing,Gum and Wood Chemical Manufacturing
32,325,3251,32519,325192,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Organic Chemical Manufacturing,Cyclic Crude and Intermediate Manufacturing
32,325,3251,32519,325193,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Organic Chemical Manufacturing,Ethyl Alcohol Manufacturing
32,325,3251,32519,325199,Manufacturing,Chemical Manufacturing,Basic Chemical Manufacturing,Other Basic Organic Chemical Manufacturing,All Other Basic Organic Chemical Manufacturing
32,325,3252,32521,325211,Manufacturing,Chemical Manufacturing,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",Resin and Synthetic Rubber Manufacturing,Plastics Material and Resin Manufacturing
32,325,3252,32521,325212,Manufacturing,Chemical Manufacturing,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",Resin and Synthetic Rubber Manufacturing,Synthetic Rubber Manufacturing
32,325,3252,32522,325221,Manufacturing,Chemical Manufacturing,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",Artificial and Synthetic Fibers and Filaments Manufacturing,Cellulosic Organic Fiber Manufacturing
32,325,3252,32522,325222,Manufacturing,Chemical Manufacturing,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",Artificial and Synthetic Fibers and Filaments Manufacturing,Noncellulosic Organic Fiber Manufacturing
32,325,3253,32531,325311,Manufacturing,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Fertilizer Manufacturing,Nitrogenous Fertilizer Manufacturing
32,325,3253,32531,325312,Manufacturing,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Fertilizer Manufacturing,Phosphatic Fertilizer Manufacturing
32,325,3253,32531,325314,Manufacturing,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Fertilizer Manufacturing,Fertilizer (Mixing Only) Manufacturing
32,325,3253,32532,325320,Manufacturing,Chemical Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Pesticide and Other Agricultural Chemical Manufacturing,Pesticide and Other Agricultural Chemical Manufacturing
32,325,3254,32541,325411,Manufacturing,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical and Medicine Manufacturing,Medicinal and Botanical Manufacturing
32,325,3254,32541,325412,Manufacturing,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical Preparation Manufacturing
32,325,3254,32541,325413,Manufacturing,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical and Medicine Manufacturing,In-Vitro Diagnostic Substance Manufacturing
32,325,3254,32541,325414,Manufacturing,Chemical Manufacturing,Pharmaceutical and Medicine Manufacturing,Pharmaceutical and Medicine Manufacturing,Biological Product (except Diagnostic) Manufacturing
32,325,3255,32551,325510,Manufacturing,Chemical Manufacturing,"Paint, Coating, and Adhesive Manufacturing",Paint and Coating Manufacturing,Paint and Coating Manufacturing
32,325,3255,32552,325520,Manufacturing,Chemical Manufacturing,"Paint, Coating, and Adhesive Manufacturing",Adhesive Manufacturing,Adhesive Manufacturing
32,325,3256,32561,325611,Manufacturing,Chemical Manufacturing,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Soap and Cleaning Compound Manufacturing,Soap and Other Detergent Manufacturing
32,325,3256,32561,325612,Manufacturing,Chemical Manufacturing,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Soap and Cleaning Compound Manufacturing,Polish and Other Sanitation Good Manufacturing
32,325,3256,32561,325613,Manufacturing,Chemical Manufacturing,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Soap and Cleaning Compound Manufacturing,Surface Active Agent Manufacturing
32,325,3256,32562,325620,Manufacturing,Chemical Manufacturing,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Toilet Preparation Manufacturing,Toilet Preparation Manufacturing
32,325,3259,32591,325910,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,Printing Ink Manufacturing,Printing Ink Manufacturing
32,325,3259,32592,325920,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,Explosives Manufacturing,Explosives Manufacturing
32,325,3259,32599,325991,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,All Other Chemical Product and Preparation Manufacturing,Custom Compounding of Purchased Resins
32,325,3259,32599,325992,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,All Other Chemical Product and Preparation Manufacturing,"Photographic Film, Paper, Plate, and Chemical Manufacturing"
32,325,3259,32599,325998,Manufacturing,Chemical Manufacturing,Other Chemical Product and Preparation Manufacturing,All Other Chemical Product and Preparation Manufacturing,All Other Miscellaneous Chemical Product and Preparation Manufacturing
32,326,3261,32611,326111,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,Plastics Bag and Pouch Manufacturing
32,326,3261,32611,326112,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
32,326,3261,32611,326113,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
32,326,3261,32612,326121,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",Unlaminated Plastics Profile Shape Manufacturing
32,326,3261,32612,326122,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",Plastics Pipe and Pipe Fitting Manufacturing
32,326,3261,32613,326130,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
32,326,3261,32614,326140,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Polystyrene Foam Product Manufacturing,Polystyrene Foam Product Manufacturing
32,326,3261,32615,326150,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Urethane and Other Foam Product (except Polystyrene) Manufacturing
32,326,3261,32616,326160,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Plastics Bottle Manufacturing,Plastics Bottle Manufacturing
32,326,3261,32619,326191,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Other Plastics Product Manufacturing,Plastics Plumbing Fixture Manufacturing
32,326,3261,32619,326192,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Other Plastics Product Manufacturing,Resilient Floor Covering Manufacturing
32,326,3261,32619,326199,Manufacturing,Plastics and Rubber Products Manufacturing,Plastics Product Manufacturing,Other Plastics Product Manufacturing,All Other Plastics Product Manufacturing
32,326,3262,32621,326211,Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Tire Manufacturing,Tire Manufacturing (except Retreading)
32,326,3262,32621,326212,Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Tire Manufacturing,Tire Retreading
32,326,3262,32622,326220,Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Rubber and Plastics Hoses and Belting Manufacturing,Rubber and Plastics Hoses and Belting Manufacturing
32,326,3262,32629,326291,Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Other Rubber Product Manufacturing,Rubber Product Manufacturing for Mechanical Use
32,326,3262,32629,326299,Manufacturing,Plastics and Rubber Products Manufacturing,Rubber Product Manufacturing,Other Rubber Product Manufacturing,All Other Rubber Product Manufacturing
32,327,3271,32711,327111,Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing
32,327,3271,32711,327112,Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,"Pottery, Ceramics, and Plumbing Fixture Manufacturing","Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing"
32,327,3271,32711,327113,Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",Porcelain Electrical Supply Manufacturing
32,327,3271,32712,327121,Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,Clay Building Material and Refractories Manufacturing,Brick and Structural Clay Tile Manufacturing
32,327,3271,32712,327122,Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,Clay Building Material and Refractories Manufacturing,Ceramic Wall and Floor Tile Manufacturing
32,327,3271,32712,327123,Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,Clay Building Material and Refractories Manufacturing,Other Structural Clay Product Manufacturing
32,327,3271,32712,327124,Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,Clay Building Material and Refractories Manufacturing,Clay Refractory Manufacturing
32,327,3271,32712,327125,Manufacturing,Nonmetallic Mineral Product Manufacturing,Clay Product and Refractory Manufacturing,Clay Building Material and Refractories Manufacturing,Nonclay Refractory Manufacturing
32,327,3272,32721,327211,Manufacturing,Nonmetallic Mineral Product Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing,Flat Glass Manufacturing
32,327,3272,32721,327212,Manufacturing,Nonmetallic Mineral Product Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing,Other Pressed and Blown Glass and Glassware Manufacturing
32,327,3272,32721,327213,Manufacturing,Nonmetallic Mineral Product Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing,Glass Container Manufacturing
32,327,3272,32721,327215,Manufacturing,Nonmetallic Mineral Product Manufacturing,Glass and Glass Product Manufacturing,Glass and Glass Product Manufacturing,Glass Product Manufacturing Made of Purchased Glass
32,327,3273,32731,327310,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,Cement Manufacturing,Cement Manufacturing
32,327,3273,32732,327320,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,Ready-Mix Concrete Manufacturing,Ready-Mix Concrete Manufacturing
32,327,3273,32733,327331,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,"Concrete Pipe, Brick, and Block Manufacturing",Concrete Block and Brick Manufacturing
32,327,3273,32733,327332,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,"Concrete Pipe, Brick, and Block Manufacturing",Concrete Pipe Manufacturing
32,327,3273,32739,327390,Manufacturing,Nonmetallic Mineral Product Manufacturing,Cement and Concrete Product Manufacturing,Other Concrete Product Manufacturing,Other Concrete Product Manufacturing
32,327,3274,32741,327410,Manufacturing,Nonmetallic Mineral Product Manufacturing,Lime and Gypsum Product Manufacturing,Lime Manufacturing,Lime Manufacturing
32,327,3274,32742,327420,Manufacturing,Nonmetallic Mineral Product Manufacturing,Lime and Gypsum Product Manufacturing,Gypsum Product Manufacturing,Gypsum Product Manufacturing
32,327,3279,32791,327910,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,Abrasive Product Manufacturing,Abrasive Product Manufacturing
32,327,3279,32799,327991,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing,Cut Stone and Stone Product Manufacturing
32,327,3279,32799,327992,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing,Ground or Treated Mineral and Earth Manufacturing
32,327,3279,32799,327993,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing,Mineral Wool Manufacturing
32,327,3279,32799,327999,Manufacturing,Nonmetallic Mineral Product Manufacturing,Other Nonmetallic Mineral Product Manufacturing,All Other Nonmetallic Mineral Product Manufacturing,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing
33,331,3311,33111,331111,Manufacturing,Primary Metal Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,Iron and Steel Mills
33,331,3311,33111,331112,Manufacturing,Primary Metal Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing,Electrometallurgical Ferroalloy Product Manufacturing
33,331,3312,33121,331210,Manufacturing,Primary Metal Manufacturing,Steel Product Manufacturing from Purchased Steel,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
33,331,3312,33122,331221,Manufacturing,Primary Metal Manufacturing,Steel Product Manufacturing from Purchased Steel,Rolling and Drawing of Purchased Steel,Rolled Steel Shape Manufacturing
33,331,3312,33122,331222,Manufacturing,Primary Metal Manufacturing,Steel Product Manufacturing from Purchased Steel,Rolling and Drawing of Purchased Steel,Steel Wire Drawing
33,331,3313,33131,331311,Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,Alumina Refining
33,331,3313,33131,331312,Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,Primary Aluminum Production
33,331,3313,33131,331314,Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,Secondary Smelting and Alloying of Aluminum
33,331,3313,33131,331315,Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,"Aluminum Sheet, Plate, and Foil Manufacturing"
33,331,3313,33131,331316,Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,Aluminum Extruded Product Manufacturing
33,331,3313,33131,331319,Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing,Alumina and Aluminum Production and Processing,Other Aluminum Rolling and Drawing
33,331,3314,33141,331411,Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,Nonferrous Metal (except Aluminum) Smelting and Refining,Primary Smelting and Refining of Copper
33,331,3314,33141,331419,Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,Nonferrous Metal (except Aluminum) Smelting and Refining,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)
33,331,3314,33142,331421,Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,"Copper Rolling, Drawing, Extruding, and Alloying","Copper Rolling, Drawing, and Extruding"
33,331,3314,33142,331422,Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,"Copper Rolling, Drawing, Extruding, and Alloying",Copper Wire (except Mechanical) Drawing
33,331,3314,33142,331423,Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,"Copper Rolling, Drawing, Extruding, and Alloying","Secondary Smelting, Refining, and Alloying of Copper"
33,331,3314,33149,331491,Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
33,331,3314,33149,331492,Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
33,331,3315,33151,331511,Manufacturing,Primary Metal Manufacturing,Foundries,Ferrous Metal Foundries,Iron Foundries
33,331,3315,33151,331512,Manufacturing,Primary Metal Manufacturing,Foundries,Ferrous Metal Foundries,Steel Investment Foundries
33,331,3315,33151,331513,Manufacturing,Primary Metal Manufacturing,Foundries,Ferrous Metal Foundries,Steel Foundries (except Investment)
33,331,3315,33152,331521,Manufacturing,Primary Metal Manufacturing,Foundries,Nonferrous Metal Foundries,Aluminum Die-Casting Foundries
33,331,3315,33152,331522,Manufacturing,Primary Metal Manufacturing,Foundries,Nonferrous Metal Foundries,Nonferrous (except Aluminum) Die-Casting Foundries
33,331,3315,33152,331524,Manufacturing,Primary Metal Manufacturing,Foundries,Nonferrous Metal Foundries,Aluminum Foundries (except Die-Casting)
33,331,3315,33152,331525,Manufacturing,Primary Metal Manufacturing,Foundries,Nonferrous Metal Foundries,Copper Foundries (except Die-Casting)
33,331,3315,33152,331528,Manufacturing,Primary Metal Manufacturing,Foundries,Nonferrous Metal Foundries,Other Nonferrous Foundries (except Die-Casting)
33,332,3321,33211,332111,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping,Forging and Stamping,Iron and Steel Forging
33,332,3321,33211,332112,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping,Forging and Stamping,Nonferrous Forging
33,332,3321,33211,332114,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping,Forging and Stamping,Custom Roll Forming
33,332,3321,33211,332115,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping,Forging and Stamping,Crown and Closure Manufacturing
33,332,3321,33211,332116,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping,Forging and Stamping,Metal Stamping
33,332,3321,33211,332117,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping,Forging and Stamping,Powder Metallurgy Part Manufacturing
33,332,3322,33221,332211,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Flatware (except Precious) Manufacturing
33,332,3322,33221,332212,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Hand and Edge Tool Manufacturing
33,332,3322,33221,332213,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Saw Blade and Handsaw Manufacturing
33,332,3322,33221,332214,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,"Kitchen Utensil, Pot, and Pan Manufacturing"
33,332,3323,33231,332311,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing,Plate Work and Fabricated Structural Product Manufacturing,Prefabricated Metal Building and Component Manufacturing
33,332,3323,33231,332312,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing,Plate Work and Fabricated Structural Product Manufacturing,Fabricated Structural Metal Manufacturing
33,332,3323,33231,332313,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing,Plate Work and Fabricated Structural Product Manufacturing,Plate Work Manufacturing
33,332,3323,33232,332321,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing,Ornamental and Architectural Metal Products Manufacturing,Metal Window and Door Manufacturing
33,332,3323,33232,332322,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing,Ornamental and Architectural Metal Products Manufacturing,Sheet Metal Work Manufacturing
33,332,3323,33232,332323,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing,Ornamental and Architectural Metal Products Manufacturing,Ornamental and Architectural Metal Work Manufacturing
33,332,3324,33241,332410,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing",Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing
33,332,3324,33242,332420,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing",Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing
33,332,3324,33243,332431,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing","Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing",Metal Can Manufacturing
33,332,3324,33243,332439,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing","Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing",Other Metal Container Manufacturing
33,332,3325,33251,332510,Manufacturing,Fabricated Metal Product Manufacturing,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing
33,332,3326,33261,332611,Manufacturing,Fabricated Metal Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Spring (Heavy Gauge) Manufacturing
33,332,3326,33261,332612,Manufacturing,Fabricated Metal Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Spring (Light Gauge) Manufacturing
33,332,3326,33261,332618,Manufacturing,Fabricated Metal Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Other Fabricated Wire Product Manufacturing
33,332,3327,33271,332710,Manufacturing,Fabricated Metal Product Manufacturing,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",Machine Shops,Machine Shops
33,332,3327,33272,332721,Manufacturing,Fabricated Metal Product Manufacturing,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Turned Product and Screw, Nut, and Bolt Manufacturing",Precision Turned Product Manufacturing
33,332,3327,33272,332722,Manufacturing,Fabricated Metal Product Manufacturing,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Turned Product and Screw, Nut, and Bolt Manufacturing","Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
33,332,3328,33281,332811,Manufacturing,Fabricated Metal Product Manufacturing,"Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities",Metal Heat Treating
33,332,3328,33281,332812,Manufacturing,Fabricated Metal Product Manufacturing,"Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
33,332,3328,33281,332813,Manufacturing,Fabricated Metal Product Manufacturing,"Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities","Electroplating, Plating, Polishing, Anodizing, and Coloring"
33,332,3329,33291,332911,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Metal Valve Manufacturing,Industrial Valve Manufacturing
33,332,3329,33291,332912,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Metal Valve Manufacturing,Fluid Power Valve and Hose Fitting Manufacturing
33,332,3329,33291,332913,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Metal Valve Manufacturing,Plumbing Fixture Fitting and Trim Manufacturing
33,332,3329,33291,332919,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Metal Valve Manufacturing,Other Metal Valve and Pipe Fitting Manufacturing
33,332,3329,33299,332991,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,Ball and Roller Bearing Manufacturing
33,332,3329,33299,332992,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,Small Arms Ammunition Manufacturing
33,332,3329,33299,332993,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,Ammunition (except Small Arms) Manufacturing
33,332,3329,33299,332994,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,Small Arms Manufacturing
33,332,3329,33299,332995,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,Other Ordnance and Accessories Manufacturing
33,332,3329,33299,332996,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,Fabricated Pipe and Pipe Fitting Manufacturing
33,332,3329,33299,332997,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,Industrial Pattern Manufacturing
33,332,3329,33299,332998,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,Enameled Iron and Metal Sanitary Ware Manufacturing
