Country,Commodity_NAICS6,USExpVal,FAFZONE,TAZ
Afghanistan,325199,178479.056826964,806,10046
Afghanistan,325211,197384.709550429,806,10046
Afghanistan,325212,69069.7539132249,806,10046
Afghanistan,325320,78880.0046669189,806,10046
Afghanistan,325411,3152.09789117221,806,10046
Afghanistan,325412,952161.096862016,806,10046
Afghanistan,325413,654604.568678841,806,10046
Afghanistan,325414,129929.238665574,806,10046
Afghanistan,325510,166933.992084358,806,10046
Afghanistan,325520,218647.490395913,806,10046
Afghanistan,325611,172906.334642351,806,10046
Afghanistan,325612,19425.1626698258,806,10046
Afghanistan,325613,371899.164738114,806,10046
Afghanistan,325620,51763.7047662107,806,10046
Afghanistan,325910,407125.188765036,806,10046
Afghanistan,325920,7635.56288004094,806,10046
Afghanistan,325992,165720.098667452,806,10046
Afghanistan,325998,510859.915678021,806,10046
Afghanistan,326111,72941.3144670394,806,10046
Afghanistan,326113,144414.335771209,806,10046
Afghanistan,326121,3181.67508303333,806,10046
Afghanistan,326122,265262.717154718,806,10046
Afghanistan,326191,63827.1994285095,806,10046
Afghanistan,326199,1907539.33533254,806,10046
Afghanistan,326211,1510330.59067701,806,10046
Afghanistan,326220,333270.099765622,806,10046
Afghanistan,326291,55379.2277120126,806,10046
Afghanistan,326299,654268.578516446,806,10046
Afghanistan,327110,3360545.4153036,806,10046
Afghanistan,327120,117312.199359297,806,10046
Afghanistan,327211,634328.385674499,806,10046
Afghanistan,327212,109556.080000744,806,10046
Afghanistan,327215,353121.123479629,806,10046
Afghanistan,327310,47845.9568918883,806,10046
Afghanistan,327390,12879.9049972419,806,10046
Afghanistan,327410,5424,806,10046
Afghanistan,327420,3247.11807111341,806,10046
Afghanistan,327910,7710.05263283913,806,10046
Afghanistan,327993,116222.521011641,806,10046
Afghanistan,327999,158522.743962871,806,10046
Afghanistan,331110,368568.572702357,806,10046
Afghanistan,331210,10620,806,10046
Afghanistan,331222,17293.18210405,806,10046
Afghanistan,331315,5000.0316456891,806,10046
Afghanistan,331318,593161.162185008,806,10046
Afghanistan,331420,128474.429333601,806,10046
Afghanistan,331491,562793.48796307,806,10046
Afghanistan,331511,69323.6010449039,806,10046
Afghanistan,332119,7687.04714772271,806,10046
Afghanistan,332215,923507.521065682,806,10046
Afghanistan,332216,3580875.00419098,806,10046
Afghanistan,332311,37850.1855988943,806,10046
Afghanistan,332312,924280.136813976,806,10046
Afghanistan,332321,668172.326603931,806,10046
Afghanistan,332322,41930.3132603904,806,10046
Afghanistan,332323,339204.523938042,806,10046
Afghanistan,332410,106034.559007977,806,10046
Afghanistan,332420,337439.046365944,806,10046
Afghanistan,332439,78250.8132765453,806,10046
Afghanistan,332510,1047696.75412135,806,10046
Afghanistan,332613,25545.460315579,806,10046
Afghanistan,332618,491877.554338658,806,10046
Afghanistan,332722,1319757.18598074,806,10046
Afghanistan,332911,3958248.03558796,806,10046
Afghanistan,332912,724837.060891337,806,10046
Afghanistan,332913,92286.3849249264,806,10046
Afghanistan,332919,256125.353806896,806,10046
Afghanistan,332991,386625.138611048,806,10046
Afghanistan,332992,14844163.1630413,806,10046
Afghanistan,332994,6642266.30721938,806,10046
Afghanistan,332999,5049565.40451871,806,10046
Afghanistan,333111,335189.546745147,806,10046
Afghanistan,333112,11050.2187339559,806,10046
Afghanistan,333120,4617939.14682945,806,10046
Afghanistan,333131,39038.0784479768,806,10046
Afghanistan,333241,78113.8834075135,806,10046
Afghanistan,333242,209269.509559192,806,10046
Afghanistan,333243,2888.14732334124,806,10046
Afghanistan,333244,118766.186296302,806,10046
Afghanistan,333249,223943.358829077,806,10046
Afghanistan,333314,7773382.44312909,806,10046
Afghanistan,333316,348081.439720871,806,10046
Afghanistan,333318,1750857.54163856,806,10046
Afghanistan,333413,655893.29021923,806,10046
Afghanistan,333414,150877.245907977,806,10046
Afghanistan,333415,3450704.04277079,806,10046
Afghanistan,333511,36127,806,10046
Afghanistan,333514,60396.964914088,806,10046
Afghanistan,333515,20445.1022113334,806,10046
Afghanistan,333517,184397.692579784,806,10046
Afghanistan,333611,3103318.43612185,806,10046
Afghanistan,333612,1119144.48949721,806,10046
Afghanistan,333613,802322.150991208,806,10046
Afghanistan,333618,4932333.53042383,806,10046
Afghanistan,333911,1545086.12078341,806,10046
Afghanistan,333912,790712.688472982,806,10046
Afghanistan,333913,166171.793276548,806,10046
Afghanistan,333921,5578.18465397927,806,10046
Afghanistan,333922,38880.5992755491,806,10046
Afghanistan,333923,491209.755484103,806,10046
Afghanistan,333924,1900082.68145907,806,10046
Afghanistan,333991,635199.109589055,806,10046
Afghanistan,333992,49042.5429572162,806,10046
Afghanistan,333993,73899.2735015019,806,10046
Afghanistan,333994,3282540.57620272,806,10046
Afghanistan,333995,180639.137459436,806,10046
Afghanistan,333996,1042171.16645077,806,10046
Afghanistan,333997,312798.411785727,806,10046
Afghanistan,333999,3899947.05195116,806,10046
Afghanistan,334111,13159428.6184234,806,10046
Afghanistan,334112,1174324.47164949,806,10046
Afghanistan,334118,16238914.3330146,806,10046
Afghanistan,334210,3023171.85034312,806,10046
Afghanistan,334220,24569440.3190691,806,10046
Afghanistan,334290,870760.423012935,806,10046
Afghanistan,334310,6780125.18243055,806,10046
Afghanistan,334412,24922.1843900747,806,10046
Afghanistan,334413,652217.434368608,806,10046
Afghanistan,334416,124049.553473044,806,10046
Afghanistan,334417,125113.282052879,806,10046
Afghanistan,334418,827127.013416414,806,10046
Afghanistan,334419,928575.597897452,806,10046
Afghanistan,334510,451715.181762169,806,10046
Afghanistan,334511,6230959.98670769,806,10046
Afghanistan,334512,40098.9753144192,806,10046
Afghanistan,334513,3931294.27426855,806,10046
Afghanistan,334514,147138.281205181,806,10046
Afghanistan,334515,1656483.72979129,806,10046
Afghanistan,334516,468570.663248571,806,10046
Afghanistan,334517,615410.583205491,806,10046
Afghanistan,334519,861967.473576359,806,10046
Afghanistan,334613,180055.988424914,806,10046
Afghanistan,334614,485219.169372037,806,10046
Afghanistan,335110,141490.864974735,806,10046
Afghanistan,335121,63204.6653392839,806,10046
Afghanistan,335122,194739.041530425,806,10046
Afghanistan,335129,1345024.93310334,806,10046
Afghanistan,335210,859046.451258855,806,10046
Afghanistan,335221,642505.114387728,806,10046
Afghanistan,335222,156962.588342163,806,10046
Afghanistan,335224,166392.394575042,806,10046
Afghanistan,335228,637113.352949326,806,10046
Afghanistan,335311,357590.806833107,806,10046
Afghanistan,335312,3747688.82011892,806,10046
Afghanistan,335313,4550431.93749239,806,10046
Afghanistan,335314,2426630.71284007,806,10046
Afghanistan,335911,1779503.25734891,806,10046
Afghanistan,335912,283715.965676892,806,10046
Afghanistan,335921,320616.305483312,806,10046
Afghanistan,335929,2988263.24701403,806,10046
Afghanistan,335931,841726.845126577,806,10046
Afghanistan,335932,679347.386221822,806,10046
Afghanistan,335991,3400.00594524188,806,10046
Afghanistan,335999,3815644.01392196,806,10046
Afghanistan,336111,10115891.5456203,806,10046
Afghanistan,336120,221149279.568485,806,10046
Afghanistan,336211,1201891.42682565,806,10046
Afghanistan,336212,351642.494187552,806,10046
Afghanistan,336310,1921312.97972633,806,10046
Afghanistan,336320,4223761.944748,806,10046
Afghanistan,336330,435472.287720444,806,10046
Afghanistan,336340,1665079.40659205,806,10046
Afghanistan,336350,555135.115743997,806,10046
Afghanistan,336360,81159.5156124294,806,10046
Afghanistan,336370,99254.9997626456,806,10046
Afghanistan,336390,6549279.27009478,806,10046
Afghanistan,336411,3e+06,806,10046
Afghanistan,336412,1292334.55061623,806,10046
Afghanistan,336413,12800823.9458752,806,10046
Afghanistan,336419,12190623,806,10046
Afghanistan,336510,54570.6347460992,806,10046
Afghanistan,336991,24171.2139814938,806,10046
Afghanistan,336992,331378789,806,10046
Afghanistan,336999,210326.768633199,806,10046
Afghanistan,337124,2643.92194570398,806,10046
Afghanistan,337125,202167.194968159,806,10046
Afghanistan,337127,484440.458406521,806,10046
Afghanistan,337211,7609.40686084137,806,10046
Afghanistan,337214,43057.0499966441,806,10046
Afghanistan,337215,560008.658387775,806,10046
Afghanistan,337920,18034,806,10046
Afghanistan,339112,242765.22030415,806,10046
Afghanistan,339113,1147009.12493417,806,10046
Afghanistan,339114,80088.3185939124,806,10046
Afghanistan,339115,115207.482785358,806,10046
Afghanistan,339116,65166.0329767066,806,10046
Afghanistan,339910,21774.230642723,806,10046
Afghanistan,339920,868869.666623705,806,10046
Afghanistan,339930,109990.631520149,806,10046
Afghanistan,339940,17486.1726486309,806,10046
Afghanistan,339950,105708.082396453,806,10046
Afghanistan,339991,308950.942953796,806,10046
Afghanistan,339992,3089.12358077641,806,10046
Afghanistan,339993,7959.40516286941,806,10046
Afghanistan,339994,98624.9028772615,806,10046
Afghanistan,339999,783496.120141684,806,10046
Afghanistan,910000,12641.691869111,806,10046
Afghanistan,930000,250164.74725879,806,10046
Afghanistan,990000,18664871.8289271,806,10046
Albania,111130,25172.7692213011,804,10047
Albania,111219,57387.371156548,804,10047
Albania,111335,236865.058306582,804,10047
Albania,111421,253860.041093165,804,10047
Albania,112111,23200.1711524998,804,10047
Albania,114111,340613.185158229,804,10047
Albania,114112,117074.531510417,804,10047
Albania,212391,40820,804,10047
Albania,212393,13049.5693235869,804,10047
Albania,311212,192230.206544896,804,10047
Albania,311221,56612.2572461035,804,10047
Albania,311224,230449.188743533,804,10047
Albania,311611,1806067.65004104,804,10047
Albania,311615,6933863.79643259,804,10047
Albania,311930,3042.02196118562,804,10047
Albania,311999,29957.5098480802,804,10047
Albania,312140,1465058.18758556,804,10047
Albania,313230,6584.03997251528,804,10047
Albania,314120,8579.50867658987,804,10047
Albania,314910,38415.6499141375,804,10047
Albania,315220,17995.2390697297,804,10047
Albania,315240,21360.5105715057,804,10047
Albania,315990,19012.6697792729,804,10047
Albania,316210,3184.61931227522,804,10047
Albania,316998,15005.2173716531,804,10047
Albania,321113,248076.903063262,804,10047
Albania,321211,259872,804,10047
Albania,322110,865555.423369975,804,10047
Albania,322130,21525.0862856107,804,10047
Albania,322220,38948.2209430939,804,10047
Albania,323117,78870.6645640902,804,10047
Albania,324110,3798371.6500565,804,10047
Albania,325180,31944.1883302865,804,10047
Albania,325194,13253.808214613,804,10047
Albania,325199,543092.660708483,804,10047
Albania,325211,1858191.74990042,804,10047
Albania,325212,49094.2466679497,804,10047
Albania,325220,282290.232943094,804,10047
Albania,325312,6416.16123423232,804,10047
Albania,325411,33715.4394435762,804,10047
Albania,325412,52837.835494538,804,10047
Albania,325413,96648.255588709,804,10047
Albania,325414,18325.303027309,804,10047
Albania,325510,156040.491705217,804,10047
Albania,325520,59245.8682462082,804,10047
Albania,325611,52769.361652026,804,10047
Albania,325612,13161.7877830301,804,10047
Albania,325613,1763536.84787861,804,10047
Albania,325620,183771.855581027,804,10047
Albania,325920,110928.233110261,804,10047
Albania,325998,83979.8494899831,804,10047
Albania,326113,56522.0883586807,804,10047
Albania,326121,10798.2911651769,804,10047
Albania,326122,43322.1397922344,804,10047
Albania,326199,71427.9223111708,804,10047
Albania,326220,27333.6357137359,804,10047
Albania,327110,3910.61528280292,804,10047
Albania,327120,4102.37078929061,804,10047
Albania,327999,46162.5387900255,804,10047
Albania,331110,50049.9044691594,804,10047
Albania,331314,6450,804,10047
Albania,331410,5775.00930907026,804,10047
Albania,331420,14094.4945099426,804,10047
Albania,331491,2719.10381783668,804,10047
Albania,332216,18709.2749796165,804,10047
Albania,332312,3425.97402554725,804,10047
Albania,332313,25779,804,10047
Albania,332321,58333.5870854066,804,10047
Albania,332322,2642.15397310295,804,10047
Albania,332420,190099.740882546,804,10047
Albania,332431,4363,804,10047
Albania,332439,118908.872948908,804,10047
Albania,332510,25552.7985510369,804,10047
Albania,332613,2610.45579357352,804,10047
Albania,332722,27078.7464844985,804,10047
Albania,332911,915483.767283409,804,10047
Albania,332919,142754.589244864,804,10047
Albania,332994,128674.76569296,804,10047
Albania,332999,591479.839738007,804,10047
Albania,333120,147290.200368633,804,10047
Albania,333131,540774.218553956,804,10047
Albania,333132,255096.348479944,804,10047
Albania,333241,87291.7496031567,804,10047
Albania,333249,80056.9157135536,804,10047
Albania,333314,548844.621360661,804,10047
Albania,333316,82593.2557706939,804,10047
Albania,333318,3504.14796314867,804,10047
Albania,333413,37043.5346301919,804,10047
Albania,333414,23886.0970229222,804,10047
Albania,333415,62635.8289790074,804,10047
Albania,333517,31539.2496369247,804,10047
Albania,333519,590156.915970175,804,10047
Albania,333613,28145.3160618069,804,10047
Albania,333618,14287.4962342753,804,10047
Albania,333911,142342.808917805,804,10047
Albania,333912,3502.98898237229,804,10047
Albania,333922,5910.24310600826,804,10047
Albania,333924,13151.0013806697,804,10047
Albania,333991,5600.49471331449,804,10047
Albania,333993,104656.052127102,804,10047
Albania,333995,30213.8664270522,804,10047
Albania,333999,395854.890626589,804,10047
Albania,334111,586557.527043701,804,10047
Albania,334112,54142.3556255249,804,10047
Albania,334118,102564.093346982,804,10047
Albania,334210,163617.045784743,804,10047
Albania,334220,675613.795118383,804,10047
Albania,334310,120363.737760392,804,10047
Albania,334413,21339.4353648249,804,10047
Albania,334419,94666.8539155732,804,10047
Albania,334510,171228.668347153,804,10047
Albania,334513,154060.239512283,804,10047
Albania,334515,91820.5274957036,804,10047
Albania,334516,213411.888797693,804,10047
Albania,334517,61140.6918588027,804,10047
Albania,334519,481386.731261411,804,10047
Albania,334613,3030.050290345,804,10047
Albania,334614,6197.53861497662,804,10047
Albania,335129,3723.76503901228,804,10047
Albania,335210,17417.3900824695,804,10047
Albania,335314,9573.21789247474,804,10047
Albania,335911,3625871.58897555,804,10047
Albania,335921,11492.4776774746,804,10047
Albania,335929,89514.6703232666,804,10047
Albania,335931,138374.317682774,804,10047
Albania,335932,4455.82680958292,804,10047
Albania,335999,73750.072028832,804,10047
Albania,336111,8881521.56058552,804,10047
Albania,336112,2432727.85096543,804,10047
Albania,336120,7145756.57247718,804,10047
Albania,336213,37343.4785725576,804,10047
Albania,336320,9918.62921268757,804,10047
Albania,336340,10000.1946286925,804,10047
Albania,336390,1520276.30383751,804,10047
Albania,336611,57083.4937566858,804,10047
Albania,336612,182226.325383244,804,10047
Albania,336991,187204.381926355,804,10047
Albania,336992,3742,804,10047
Albania,336999,66828.5227847509,804,10047
Albania,337121,87003.90025483,804,10047
Albania,337122,55781.8032229416,804,10047
Albania,337127,376083.87173378,804,10047
Albania,337215,673958.390631108,804,10047
Albania,339112,80992.0830605376,804,10047
Albania,339113,152281.046796121,804,10047
Albania,339114,87346.6162690132,804,10047
Albania,339115,258170.732001338,804,10047
Albania,339116,62214.1324014814,804,10047
Albania,339920,30851.4254631785,804,10047
Albania,339930,10223.2670049098,804,10047
Albania,339940,113254.50222817,804,10047
Albania,339991,29447.9624429551,804,10047
Albania,339999,115413.715909663,804,10047
Albania,910000,6550.35849558396,804,10047
Albania,930000,3213433.21367799,804,10047
Albania,990000,783598.095376267,804,10047
Algeria,111120,13561,805,10048
Algeria,111130,9091538.77857255,805,10048
Algeria,111140,158898654.109251,805,10048
Algeria,111150,12932789.5217582,805,10048
Algeria,111199,182145.543373764,805,10048
Algeria,111211,187844.611841421,805,10048
Algeria,111219,2168056.37399304,805,10048
Algeria,111335,22824329.0217192,805,10048
Algeria,111421,185227.919358235,805,10048
Algeria,111998,1936563.52888138,805,10048
Algeria,112310,1473349.64954316,805,10048
Algeria,113310,213784.485042983,805,10048
Algeria,114112,20036.161394614,805,10048
Algeria,211112,101605.101197232,805,10048
Algeria,212111,127041,805,10048
Algeria,212324,24105,805,10048
Algeria,212325,32031.3094329754,805,10048
Algeria,212391,89152,805,10048
Algeria,212393,28115.2266045921,805,10048
Algeria,212399,178422.343953313,805,10048
Algeria,311119,776209.094055363,805,10048
Algeria,311212,1657577.84013523,805,10048
Algeria,311224,18503765.8407279,805,10048
Algeria,311320,1284859.1119542,805,10048
Algeria,311411,33057.8620126619,805,10048
Algeria,311421,1537432.12238297,805,10048
Algeria,311423,199514.270408162,805,10048
Algeria,311511,156196.577739601,805,10048
Algeria,311513,85845.224845792,805,10048
Algeria,311514,3906998.88980819,805,10048
Algeria,311613,9854.00637094504,805,10048
Algeria,311920,7268.33663354719,805,10048
Algeria,311942,3313.78469397868,805,10048
Algeria,311999,2427708.35378589,805,10048
Algeria,313110,85497,805,10048
Algeria,313210,73338.601140079,805,10048
Algeria,313220,286435.748123346,805,10048
Algeria,313230,9293.76045397937,805,10048
Algeria,313240,56071.6585329238,805,10048
Algeria,313320,38298.4245086526,805,10048
Algeria,314120,43764.2008557041,805,10048
Algeria,314910,5560.42317599662,805,10048
Algeria,314994,60843.882512088,805,10048
Algeria,314999,88291.2480609963,805,10048
Algeria,315190,2750.09051826081,805,10048
Algeria,315220,194802.490669203,805,10048
Algeria,315240,95593.2152341913,805,10048
Algeria,315280,12655.4908529028,805,10048
Algeria,315990,136188.754295762,805,10048
Algeria,316210,2592696.2011072,805,10048
Algeria,316998,29684.321352429,805,10048
Algeria,321113,773442.757561123,805,10048
Algeria,321114,44747.4358300341,805,10048
Algeria,321920,50247.339004636,805,10048
Algeria,321999,10737.6073999528,805,10048
Algeria,322110,35238684.3429271,805,10048
Algeria,322121,772466.471185337,805,10048
Algeria,322130,3243944.00369651,805,10048
Algeria,322220,311539.761377702,805,10048
Algeria,322291,54009.8617269784,805,10048
Algeria,322299,4672.20572362442,805,10048
Algeria,323111,219797.480012235,805,10048
Algeria,323117,441071.078810234,805,10048
Algeria,324110,44990086.4002628,805,10048
Algeria,325110,49096,805,10048
Algeria,325120,47425.1823988294,805,10048
Algeria,325180,14561948.5633984,805,10048
Algeria,325194,277831.904555555,805,10048
Algeria,325199,4989741.09539574,805,10048
Algeria,325211,58610602.162841,805,10048
Algeria,325212,767865.498686137,805,10048
Algeria,325220,71329.354435834,805,10048
Algeria,325320,427788.295147853,805,10048
Algeria,325411,378700.045307409,805,10048
Algeria,325412,2538126.20624174,805,10048
Algeria,325413,426967.358342044,805,10048
Algeria,325414,14652373.8623504,805,10048
Algeria,325510,779036.297908927,805,10048
Algeria,325520,1021615.89572481,805,10048
Algeria,325611,57325.6880410198,805,10048
Algeria,325612,28774.7222765083,805,10048
Algeria,325613,1799995.1577986,805,10048
Algeria,325620,869472.386081459,805,10048
Algeria,325910,46313.8892574605,805,10048
Algeria,325920,1669780.46254709,805,10048
Algeria,325992,19804.7920908713,805,10048
Algeria,325998,2043658.68840028,805,10048
Algeria,326111,3302.05544660711,805,10048
Algeria,326113,858648.725057773,805,10048
Algeria,326122,19959.2894307706,805,10048
Algeria,326199,964987.639472622,805,10048
Algeria,326211,308555.603045723,805,10048
Algeria,326220,2262489.03149248,805,10048
Algeria,326299,224759.497465063,805,10048
Algeria,327110,244349.412345577,805,10048
Algeria,327120,8736173.15412226,805,10048
Algeria,327211,47134.7099664007,805,10048
Algeria,327212,37505.7661323612,805,10048
Algeria,327215,2610983.84136763,805,10048
Algeria,327390,10396.5376957858,805,10048
Algeria,327910,71635.4890211973,805,10048
Algeria,327992,28919.8736561006,805,10048
Algeria,327993,370555.557693068,805,10048
Algeria,327999,111645.058941373,805,10048
Algeria,331110,56403240.8027342,805,10048
Algeria,331221,4039,805,10048
Algeria,331314,101319,805,10048
Algeria,331315,2723.01723424229,805,10048
Algeria,331420,118736.560487174,805,10048
Algeria,331491,382254.594825264,805,10048
Algeria,331511,272847.607368941,805,10048
Algeria,332111,23002,805,10048
Algeria,332112,13596,805,10048
Algeria,332216,597571.421902823,805,10048
Algeria,332311,468992.83807248,805,10048
Algeria,332312,73251.9700547095,805,10048
Algeria,332321,6315.6028169344,805,10048
Algeria,332322,93886.0051517783,805,10048
Algeria,332410,21581150.9508553,805,10048
Algeria,332420,984479.533357963,805,10048
Algeria,332439,1171305.9538942,805,10048
Algeria,332510,195121.457857478,805,10048
Algeria,332613,429423.978741378,805,10048
Algeria,332618,799467.941709763,805,10048
Algeria,332722,1429584.10695451,805,10048
Algeria,332911,10120929.7861188,805,10048
Algeria,332912,1880806.83512977,805,10048
Algeria,332913,17607.757947782,805,10048
Algeria,332919,7185904.20929833,805,10048
Algeria,332991,805701.704978295,805,10048
Algeria,332993,29330,805,10048
Algeria,332994,11210.3015565836,805,10048
Algeria,332999,2060900.73940308,805,10048
Algeria,333111,2393684.94532597,805,10048
Algeria,333112,75170.4879649529,805,10048
Algeria,333120,11313692.7507121,805,10048
Algeria,333131,17637713.1048454,805,10048
Algeria,333132,47183067.3541803,805,10048
Algeria,333241,1823450.77418845,805,10048
Algeria,333242,92130.6645817246,805,10048
Algeria,333243,24237.2363325825,805,10048
Algeria,333244,134278.092024718,805,10048
Algeria,333249,775936.567692574,805,10048
Algeria,333314,1318882.92191634,805,10048
Algeria,333316,898788.185277714,805,10048
Algeria,333318,182729.302056615,805,10048
Algeria,333413,4242948.39433112,805,10048
Algeria,333414,9339184.91146627,805,10048
Algeria,333415,2165965.3707452,805,10048
Algeria,333511,103805,805,10048
Algeria,333514,128078.166808625,805,10048
Algeria,333515,141232.521845134,805,10048
Algeria,333517,947463.703195174,805,10048
Algeria,333519,243699.681765028,805,10048
Algeria,333611,55521000.6824406,805,10048
Algeria,333612,486081.371860425,805,10048
Algeria,333613,906299.593377918,805,10048
Algeria,333618,3398288.88014978,805,10048
Algeria,333911,16401802.5922969,805,10048
Algeria,333912,19764495.3774153,805,10048
Algeria,333913,566749.462668906,805,10048
Algeria,333921,23206.7682108718,805,10048
Algeria,333922,2791511.82324571,805,10048
Algeria,333923,3089699.30862303,805,10048
Algeria,333924,131330.000099585,805,10048
Algeria,333991,33885.9932805777,805,10048
Algeria,333992,2535080.1405946,805,10048
Algeria,333993,1254431.54218919,805,10048
Algeria,333994,84874.910173606,805,10048
Algeria,333995,529338.218974599,805,10048
Algeria,333996,1930644.83464023,805,10048
Algeria,333997,473868.102421726,805,10048
Algeria,333999,8130832.46202248,805,10048
Algeria,334111,1878894.25029282,805,10048
Algeria,334112,442592.605537061,805,10048
Algeria,334118,28458662.5887424,805,10048
Algeria,334210,219234.13724543,805,10048
Algeria,334220,24827425.1538618,805,10048
Algeria,334290,1306828.9672462,805,10048
Algeria,334310,1455595.22821142,805,10048
Algeria,334412,3188.0235870138,805,10048
Algeria,334413,2143396.61531589,805,10048
Algeria,334416,769798.284753206,805,10048
Algeria,334417,98347.7490733176,805,10048
Algeria,334418,860412.444895427,805,10048
Algeria,334419,879928.312119301,805,10048
Algeria,334510,4797047.21825958,805,10048
Algeria,334511,19735201.8735747,805,10048
Algeria,334512,409279.954784088,805,10048
Algeria,334513,5949698.16378939,805,10048
Algeria,334514,126789.359325431,805,10048
Algeria,334515,1960502.80676525,805,10048
Algeria,334516,3079676.44106203,805,10048
Algeria,334517,2752051.61315739,805,10048
Algeria,334519,3429312.32806912,805,10048
Algeria,334613,22716.3770282103,805,10048
Algeria,334614,643426.918873023,805,10048
Algeria,335110,75995.5387940322,805,10048
Algeria,335122,68279.4813123081,805,10048
Algeria,335129,1651300.60351367,805,10048
Algeria,335210,13578351.9619356,805,10048
Algeria,335221,556769.560588953,805,10048
Algeria,335222,50646.2564498523,805,10048
Algeria,335228,240043.44707569,805,10048
Algeria,335311,274851.261619913,805,10048
Algeria,335312,13849337.0638964,805,10048
Algeria,335313,2273401.99319586,805,10048
Algeria,335314,4575611.10336302,805,10048
Algeria,335911,1049705.80821705,805,10048
Algeria,335912,249922.302212576,805,10048
Algeria,335921,259812.871068468,805,10048
Algeria,335929,3865233.97621979,805,10048
Algeria,335931,1548858.68168136,805,10048
Algeria,335932,1165217.28920401,805,10048
Algeria,335991,226075.39531487,805,10048
Algeria,335999,5002547.6360552,805,10048
Algeria,336111,78107.6172047798,805,10048
Algeria,336120,19324056.2134923,805,10048
Algeria,336211,57343.5928978403,805,10048
Algeria,336212,36581.7562195305,805,10048
Algeria,336213,121195.216119683,805,10048
Algeria,336214,14480.3295142422,805,10048
Algeria,336310,662965.371545149,805,10048
Algeria,336320,863899.803613036,805,10048
Algeria,336330,49667.831201615,805,10048
Algeria,336340,99071.9281864562,805,10048
Algeria,336350,64710.7128969916,805,10048
Algeria,336370,72609.7313737072,805,10048
Algeria,336390,3896661.99538863,805,10048
Algeria,336412,116883.592462345,805,10048
Algeria,336413,5592770.76907946,805,10048
Algeria,336415,16348,805,10048
Algeria,336419,9806,805,10048
Algeria,336510,35702269.7552102,805,10048
Algeria,336611,849406.32991922,805,10048
Algeria,336612,186128.889168345,805,10048
Algeria,336991,3000.64727073083,805,10048
Algeria,336992,366348,805,10048
Algeria,336999,54314.1815944148,805,10048
Algeria,337124,18095.2832785824,805,10048
Algeria,337125,24504.0234533522,805,10048
