Country,Commodity_NAICS6,USExpVal,FAFZONE,TAZ
Burkina Faso,333132,14364.6409527085,805,10080
Burkina Faso,333249,172900.137395672,805,10080
Burkina Faso,333314,275157.268145266,805,10080
Burkina Faso,333318,38957.1146840223,805,10080
Burkina Faso,333413,45967.6270599336,805,10080
Burkina Faso,333415,19825.0100664952,805,10080
Burkina Faso,333517,25230.1995097692,805,10080
Burkina Faso,333612,242359.04798213,805,10080
Burkina Faso,333613,563467.766398841,805,10080
Burkina Faso,333618,384494.265522335,805,10080
Burkina Faso,333911,807552.879047876,805,10080
Burkina Faso,333912,315342.070755138,805,10080
Burkina Faso,333913,54958.7745222739,805,10080
Burkina Faso,333922,333931.73561287,805,10080
Burkina Faso,333923,39583.2765316945,805,10080
Burkina Faso,333924,151011.498743812,805,10080
Burkina Faso,333991,155583.74331256,805,10080
Burkina Faso,333992,2648.19131203141,805,10080
Burkina Faso,333994,43291.0145235016,805,10080
Burkina Faso,333995,56776.3864463335,805,10080
Burkina Faso,333996,83991.2240669426,805,10080
Burkina Faso,333997,34259.2262402924,805,10080
Burkina Faso,333999,557743.551111251,805,10080
Burkina Faso,334111,694937.861445274,805,10080
Burkina Faso,334112,46057.7052343626,805,10080
Burkina Faso,334118,242861.890242295,805,10080
Burkina Faso,334210,49248.9826556655,805,10080
Burkina Faso,334220,908568.778864752,805,10080
Burkina Faso,334310,54379.6584370936,805,10080
Burkina Faso,334413,73413.3783078676,805,10080
Burkina Faso,334417,12752.8774094176,805,10080
Burkina Faso,334418,20743.4865008233,805,10080
Burkina Faso,334419,36255.9016390768,805,10080
Burkina Faso,334511,38418.5159622894,805,10080
Burkina Faso,334513,176127.573638485,805,10080
Burkina Faso,334515,8912.96328561629,805,10080
Burkina Faso,334516,66746.381062675,805,10080
Burkina Faso,334517,103440.844498006,805,10080
Burkina Faso,334519,122665.502813086,805,10080
Burkina Faso,334614,22613.9653319108,805,10080
Burkina Faso,335129,10272.3862447161,805,10080
Burkina Faso,335210,305466.221286645,805,10080
Burkina Faso,335222,29913.8766175329,805,10080
Burkina Faso,335224,19350.5827464441,805,10080
Burkina Faso,335312,1759154.43558172,805,10080
Burkina Faso,335313,73442.2535607612,805,10080
Burkina Faso,335314,125315.942533126,805,10080
Burkina Faso,335911,5844.46424075756,805,10080
Burkina Faso,335912,3143.15471911538,805,10080
Burkina Faso,335929,155695.833901528,805,10080
Burkina Faso,335931,3161.25856041897,805,10080
Burkina Faso,335932,520884.848524162,805,10080
Burkina Faso,335999,369856.916377984,805,10080
Burkina Faso,336111,188413.198868197,805,10080
Burkina Faso,336212,65699.9501036676,805,10080
Burkina Faso,336310,197934.038859951,805,10080
Burkina Faso,336320,80922.1334949627,805,10080
Burkina Faso,336330,4751.07951031616,805,10080
Burkina Faso,336390,131232.629176161,805,10080
Burkina Faso,336413,22278.7917962527,805,10080
Burkina Faso,336419,1353292,805,10080
Burkina Faso,336999,15492.6123330038,805,10080
Burkina Faso,337121,4256.36492347661,805,10080
Burkina Faso,337127,36579.4403342174,805,10080
Burkina Faso,337211,41174.2015080248,805,10080
Burkina Faso,337215,26078.6850565846,805,10080
Burkina Faso,339112,28112.8469980446,805,10080
Burkina Faso,339113,159918.252792136,805,10080
Burkina Faso,339114,39049.9815528401,805,10080
Burkina Faso,339115,2527.25189241466,805,10080
Burkina Faso,339920,21866.360851653,805,10080
Burkina Faso,339940,37511.0962944717,805,10080
Burkina Faso,339991,41555.7590231908,805,10080
Burkina Faso,339992,220080.047853242,805,10080
Burkina Faso,339999,169405.73412934,805,10080
Burkina Faso,930000,2015459.77462548,805,10080
Burkina Faso,990000,2801869.23410803,805,10080
Burundi,111130,10367.1430211215,805,10082
Burundi,311224,606584.553681682,805,10082
Burundi,311230,88976.2228653523,805,10082
Burundi,311514,4833865.52930892,805,10082
Burundi,311999,14650.4534462529,805,10082
Burundi,315220,10006.805910988,805,10082
Burundi,316210,12837.4965053557,805,10082
Burundi,316998,57523.0009681447,805,10082
Burundi,325413,97255.6216839812,805,10082
Burundi,326111,2625.83930546612,805,10082
Burundi,326113,13846.5115961481,805,10082
Burundi,332216,3789.27089893533,805,10082
Burundi,333911,2551.69958621845,805,10082
Burundi,333912,3560.03766008521,805,10082
Burundi,333999,79533.7319770774,805,10082
Burundi,334111,439283.641585108,805,10082
Burundi,334118,84157.8722353827,805,10082
Burundi,334210,2960.27749366749,805,10082
Burundi,334220,48896.5937619939,805,10082
Burundi,334310,12581.5405281783,805,10082
Burundi,334416,6633.51086896729,805,10082
Burundi,334419,44316.1029139121,805,10082
Burundi,334614,13592.1812677339,805,10082
Burundi,335210,4308.57021285194,805,10082
Burundi,335929,4403.8703589424,805,10082
Burundi,336111,160019.702844692,805,10082
Burundi,336211,2937.03036710596,805,10082
Burundi,336320,7000.44409042277,805,10082
Burundi,336390,3800.36572831437,805,10082
Burundi,339112,12925.7687787801,805,10082
Burundi,339113,97543.4031402963,805,10082
Burundi,339999,38654.4270372874,805,10082
Burundi,930000,246933.366266359,805,10082
Burundi,990000,1072861.60027392,805,10082
Cambodia,111110,492050.670446033,808,10083
Cambodia,111120,6458,808,10083
Cambodia,111130,2760.03150755513,808,10083
Cambodia,111219,6241.34546434613,808,10083
Cambodia,111331,856049.621135277,808,10083
Cambodia,111332,1330654.06817449,808,10083
Cambodia,111333,13613,808,10083
Cambodia,111334,12700,808,10083
Cambodia,111335,98839.1475565457,808,10083
Cambodia,111339,446008.328023642,808,10083
Cambodia,111421,107692.744060639,808,10083
Cambodia,111910,292010,808,10083
Cambodia,111998,5763.26048809455,808,10083
Cambodia,112910,20322,808,10083
Cambodia,112930,14107616,808,10083
Cambodia,112990,2585.09739222854,808,10083
Cambodia,113310,341169.69122073,808,10083
Cambodia,114111,6448.17723252935,808,10083
Cambodia,114112,85801.2320130269,808,10083
Cambodia,114119,49410,808,10083
Cambodia,311119,1594798.17670046,808,10083
Cambodia,311211,8433.18806170503,808,10083
Cambodia,311212,1108004.94584872,808,10083
Cambodia,311221,43472.4123089646,808,10083
Cambodia,311224,19299100.4807272,808,10083
Cambodia,311230,136811.568398628,808,10083
Cambodia,311311,13172.9607443199,808,10083
Cambodia,311340,34097.3146279886,808,10083
Cambodia,311320,256911.618730808,808,10083
Cambodia,311411,1215673.89274606,808,10083
Cambodia,311421,368213.076430292,808,10083
Cambodia,311422,427870,808,10083
Cambodia,311423,150733.959799279,808,10083
Cambodia,311511,96802.2946968774,808,10083
Cambodia,311513,35801.4301411939,808,10083
Cambodia,311514,1063418.6097,808,10083
Cambodia,311611,5296573.47661804,808,10083
Cambodia,311613,2220424.42847069,808,10083
Cambodia,311615,974138.940446597,808,10083
Cambodia,311811,164189.355282661,808,10083
Cambodia,311824,35118.2384134072,808,10083
Cambodia,311911,18928.2491386738,808,10083
Cambodia,311919,366014.579137569,808,10083
Cambodia,311920,255755.845350838,808,10083
Cambodia,311941,405568.677414709,808,10083
Cambodia,311942,1762741.35373614,808,10083
Cambodia,311999,5017707.73870401,808,10083
Cambodia,312111,1700497.35719839,808,10083
Cambodia,312120,10930715.1812659,808,10083
Cambodia,312130,607940.553990268,808,10083
Cambodia,312140,506988.128154819,808,10083
Cambodia,312230,4176014.56536371,808,10083
Cambodia,313210,124944.504801172,808,10083
Cambodia,313220,5198.883055324,808,10083
Cambodia,313230,4933724.06731318,808,10083
Cambodia,313240,487987.948773201,808,10083
Cambodia,313320,157954.372326549,808,10083
Cambodia,314110,44403.0479835866,808,10083
Cambodia,314120,36536.71786698,808,10083
Cambodia,314999,17038.6794551872,808,10083
Cambodia,315190,9430.31039534525,808,10083
Cambodia,315220,9721.61194252482,808,10083
Cambodia,315240,41395.5622689114,808,10083
Cambodia,315280,9458.59859523165,808,10083
Cambodia,315990,3089984.1225348,808,10083
Cambodia,316110,3338086.67001924,808,10083
Cambodia,316210,65599.7571715436,808,10083
Cambodia,316992,5615.08404085843,808,10083
Cambodia,316998,51054.7519331374,808,10083
Cambodia,321113,34811.2493172523,808,10083
Cambodia,321114,421552.989537324,808,10083
Cambodia,321211,875472,808,10083
Cambodia,321212,30012.3783960885,808,10083
Cambodia,321920,8971.11730064896,808,10083
Cambodia,321999,53392.9653478789,808,10083
Cambodia,322121,67962.240976017,808,10083
Cambodia,322130,7132586.59173626,808,10083
Cambodia,322211,420023.774739453,808,10083
Cambodia,322212,7847.21397510224,808,10083
Cambodia,322220,511150.518861883,808,10083
Cambodia,322291,224290.953560647,808,10083
Cambodia,322299,396404.45423166,808,10083
Cambodia,323111,201275.38911006,808,10083
Cambodia,323117,232143.199585194,808,10083
Cambodia,324110,913501.282165413,808,10083
Cambodia,324122,76011.1949651868,808,10083
Cambodia,325130,353237.995274778,808,10083
Cambodia,325180,158328.846286215,808,10083
Cambodia,325194,16872.3018850379,808,10083
Cambodia,325199,904521.228540785,808,10083
Cambodia,325211,36782.916961915,808,10083
Cambodia,325311,13440,808,10083
Cambodia,325312,47249.1873433617,808,10083
Cambodia,325320,4512.17187592249,808,10083
Cambodia,325411,78619.325401818,808,10083
Cambodia,325412,392283.051514308,808,10083
Cambodia,325413,1147976.95323628,808,10083
Cambodia,325414,108720.730626929,808,10083
Cambodia,325510,13453.8530205845,808,10083
Cambodia,325520,101234.988314005,808,10083
Cambodia,325611,498093.999796502,808,10083
Cambodia,325612,66338.9706395641,808,10083
Cambodia,325613,466075.88097535,808,10083
Cambodia,325620,835411.736300129,808,10083
Cambodia,325910,112617.457169167,808,10083
Cambodia,325998,30581.5867298405,808,10083
Cambodia,326111,29472.4203645517,808,10083
Cambodia,326113,15257.5637312171,808,10083
Cambodia,326122,2667.43961274129,808,10083
Cambodia,326199,278998.910930601,808,10083
Cambodia,326211,127652.209110668,808,10083
Cambodia,326220,7222.01748712483,808,10083
Cambodia,326291,3149.35416295176,808,10083
Cambodia,326299,66395.3504846002,808,10083
Cambodia,327212,40373.9776692412,808,10083
Cambodia,327991,3492.17366791269,808,10083
Cambodia,327992,36217.0941017787,808,10083
Cambodia,331110,9285.65202717123,808,10083
Cambodia,331315,12727.080550937,808,10083
Cambodia,331318,3355.22152125651,808,10083
Cambodia,331410,4010.00646396048,808,10083
Cambodia,331491,10612.4051912037,808,10083
Cambodia,332216,58175.5117208244,808,10083
Cambodia,332311,4505.97447605885,808,10083
Cambodia,332322,463770.553958118,808,10083
Cambodia,332410,25568.7802487394,808,10083
Cambodia,332420,28129.7590258568,808,10083
Cambodia,332510,31735.4113082763,808,10083
Cambodia,332613,3422.59759601861,808,10083
Cambodia,332911,128028.709555039,808,10083
Cambodia,332913,55508.9147100758,808,10083
Cambodia,332919,10709.9454279233,808,10083
Cambodia,332991,24036.3884895625,808,10083
Cambodia,332994,23133.1943736161,808,10083
Cambodia,332999,110079.891965773,808,10083
Cambodia,333111,6339869.96945149,808,10083
Cambodia,333112,15027.2974583851,808,10083
Cambodia,333120,3220240.9015458,808,10083
Cambodia,333131,40082.9638190751,808,10083
Cambodia,333241,461563.852801163,808,10083
Cambodia,333243,12000.6121468473,808,10083
Cambodia,333244,624113.317269455,808,10083
Cambodia,333249,268711.430101935,808,10083
Cambodia,333314,5605.48906544253,808,10083
Cambodia,333316,66281.5029533212,808,10083
Cambodia,333318,380146.991189617,808,10083
Cambodia,333413,82830.1395305622,808,10083
Cambodia,333415,409597.511209353,808,10083
Cambodia,333511,625915,808,10083
Cambodia,333514,473118.39211441,808,10083
Cambodia,333515,4648.47796694603,808,10083
Cambodia,333517,1253887.70677904,808,10083
Cambodia,333612,12126.4541196622,808,10083
Cambodia,333613,3226.55829688389,808,10083
Cambodia,333618,766340.253708231,808,10083
Cambodia,333911,333736.288548259,808,10083
Cambodia,333912,225000.985753752,808,10083
Cambodia,333913,49342.0667166104,808,10083
Cambodia,333922,202619.334340345,808,10083
Cambodia,333923,9188.08175242897,808,10083
Cambodia,333924,237774.105267111,808,10083
Cambodia,333992,6831.49352435294,808,10083
Cambodia,333993,76298.4122406602,808,10083
Cambodia,333994,86038.9912331457,808,10083
Cambodia,333995,9662.91673291775,808,10083
Cambodia,333996,26331.2807538371,808,10083
Cambodia,333999,376452.661721388,808,10083
Cambodia,334111,608964.486161329,808,10083
Cambodia,334112,272561.926967759,808,10083
Cambodia,334118,999884.627431963,808,10083
Cambodia,334210,94126.7894596646,808,10083
Cambodia,334220,1210840.81511085,808,10083
Cambodia,334290,31284.8475841694,808,10083
Cambodia,334310,1805989.13167627,808,10083
Cambodia,334413,29161.3280389729,808,10083
Cambodia,334416,4160.32040025689,808,10083
Cambodia,334417,4442.74426816904,808,10083
Cambodia,334419,5889.60847682183,808,10083
Cambodia,334510,284447.26907902,808,10083
Cambodia,334511,40095.844104456,808,10083
Cambodia,334513,127078.717526321,808,10083
Cambodia,334515,101680.805734348,808,10083
Cambodia,334516,239815.422959014,808,10083
Cambodia,334517,1492208.13110024,808,10083
Cambodia,334519,189428.101414063,808,10083
Cambodia,334614,19562.7001529059,808,10083
Cambodia,335122,600097.329722033,808,10083
Cambodia,335129,13102.247471944,808,10083
Cambodia,335210,204145.780099142,808,10083
Cambodia,335221,32450.4805802312,808,10083
Cambodia,335222,155858.408336621,808,10083
Cambodia,335224,3034.2866615235,808,10083
Cambodia,335228,15357.58773785,808,10083
Cambodia,335312,72332.1655221152,808,10083
Cambodia,335313,41306.8289642918,808,10083
Cambodia,335314,212564.042124207,808,10083
Cambodia,335912,7193.35408673145,808,10083
Cambodia,335929,12342.8475605631,808,10083
Cambodia,335931,3599.2943875191,808,10083
Cambodia,335999,19345.7245363707,808,10083
Cambodia,336111,8848979.55376577,808,10083
Cambodia,336112,592219.925686568,808,10083
Cambodia,336120,393828.525863829,808,10083
Cambodia,336211,42200.4363268203,808,10083
Cambodia,336213,1175363.07612025,808,10083
Cambodia,336214,5000.1137825422,808,10083
Cambodia,336310,9572.72732768177,808,10083
Cambodia,336320,16712.0601707221,808,10083
Cambodia,336330,14074.2355352957,808,10083
Cambodia,336350,140690.549942279,808,10083
Cambodia,336360,2995.05593113712,808,10083
Cambodia,336390,42756279.6519055,808,10083
Cambodia,336419,7000,808,10083
Cambodia,336510,9120.44034753747,808,10083
Cambodia,336611,18505.8479866665,808,10083
Cambodia,336991,1478143.85095593,808,10083
Cambodia,336999,362449.695543433,808,10083
Cambodia,337121,6486.07994449409,808,10083
Cambodia,337124,13068.8157011984,808,10083
Cambodia,337125,7501.23166939352,808,10083
Cambodia,337127,40772.6688473658,808,10083
Cambodia,337211,7350.39301185229,808,10083
Cambodia,337214,3559.23604085668,808,10083
Cambodia,337215,13486.3885560686,808,10083
Cambodia,339112,241321.022678295,808,10083
Cambodia,339113,114691.110945648,808,10083
Cambodia,339114,55884.9914008899,808,10083
Cambodia,339115,20642.0574038142,808,10083
Cambodia,339116,7300.17324351205,808,10083
Cambodia,339910,15526.6959962345,808,10083
Cambodia,339920,968797.844250204,808,10083
Cambodia,339991,16761.7934310354,808,10083
Cambodia,339993,45044.6871581576,808,10083
Cambodia,339994,10034.9058516918,808,10083
Cambodia,339999,482399.694159678,808,10083
Cambodia,910000,364264.935912058,808,10083
Cambodia,930000,202883699.120097,808,10083
Cambodia,990000,3805844.57764021,808,10083
Cameroon,111130,3283945.77575033,805,10084
Cameroon,111140,6362050.63189752,805,10084
Cameroon,111199,4852972.11883937,805,10084
Cameroon,111219,24027.179606494,805,10084
Cameroon,114111,9071862.23414783,805,10084
Cameroon,212322,5000.16291004725,805,10084
Cameroon,212325,262982.540497764,805,10084
Cameroon,212399,16943.1663755564,805,10084
Cameroon,311119,125607.555988363,805,10084
Cameroon,311211,1813300.53483637,805,10084
Cameroon,311212,447699.088667476,805,10084
Cameroon,311221,25816.589607406,805,10084
Cameroon,311224,3038651.73995097,805,10084
Cameroon,311422,41250,805,10084
Cameroon,311514,3948407.67489385,805,10084
Cameroon,311615,84301.5394306632,805,10084
Cameroon,311930,129600.935624476,805,10084
Cameroon,311942,286488.293045197,805,10084
Cameroon,311999,3327316.45990942,805,10084
Cameroon,312111,12272.6937060276,805,10084
Cameroon,312112,29956.3643195009,805,10084
Cameroon,312140,139080.928562169,805,10084
Cameroon,313220,82964.0498961402,805,10084
Cameroon,313230,13914.1042460988,805,10084
Cameroon,313320,6805.96398248717,805,10084
Cameroon,314110,12627.2418916354,805,10084
Cameroon,314120,15257.5748609926,805,10084
Cameroon,314910,72289.5037520021,805,10084
Cameroon,314994,7572.48320811194,805,10084
Cameroon,314999,19415.3321724307,805,10084
Cameroon,315190,4607.15164277366,805,10084
Cameroon,315220,212027.205683787,805,10084
Cameroon,315240,35219.7648411747,805,10084
Cameroon,315280,21512.7335023252,805,10084
Cameroon,315990,52967.2966713933,805,10084
Cameroon,316210,151328.428809023,805,10084
Cameroon,316992,7578.21112306976,805,10084
Cameroon,316998,160108.670399013,805,10084
Cameroon,321113,87559.1423505125,805,10084
Cameroon,321211,90901,805,10084
Cameroon,321911,3006.35304840395,805,10084
Cameroon,321918,9601.86851782803,805,10084
Cameroon,321920,8576.54959934933,805,10084
Cameroon,321992,155372.656878786,805,10084
Cameroon,321999,24485.9458920209,805,10084
Cameroon,322121,162751.366537417,805,10084
Cameroon,322122,277532.016035207,805,10084
Cameroon,322130,4164091.69220694,805,10084
Cameroon,322219,3308,805,10084
Cameroon,322220,48634.5193750037,805,10084
Cameroon,322291,22804.1638402798,805,10084
Cameroon,322299,128991.679680526,805,10084
Cameroon,323111,113344.989658581,805,10084
Cameroon,323117,104356.89663749,805,10084
Cameroon,324110,1125696.45803993,805,10084
Cameroon,325120,24660.6148354237,805,10084
Cameroon,325180,1227211.06985096,805,10084
Cameroon,325199,1659025.6586429,805,10084
Cameroon,325211,8135439.99437576,805,10084
Cameroon,325212,1171094.73803195,805,10084
Cameroon,325311,2950,805,10084
Cameroon,325312,380640.565266067,805,10084
Cameroon,325320,331840.640346544,805,10084
Cameroon,325411,55842.1659736079,805,10084
Cameroon,325412,4492.24107204438,805,10084
Cameroon,325413,147211.733170904,805,10084
Cameroon,325414,100079.116161802,805,10084
Cameroon,325510,7331979.84525086,805,10084
Cameroon,325520,140201.45185858,805,10084
Cameroon,325611,91224.5563168947,805,10084
Cameroon,325612,46485.782350778,805,10084
Cameroon,325613,734540.981202576,805,10084
Cameroon,325620,112571.502888262,805,10084
Cameroon,325910,21361.7938790619,805,10084
Cameroon,325920,83123.9005738087,805,10084
Cameroon,325992,50995.3391499439,805,10084
Cameroon,325998,138195.208082367,805,10084
Cameroon,326111,16354.2273543107,805,10084
Cameroon,326113,22152.8184947186,805,10084
Cameroon,326122,16642.7428406506,805,10084
Cameroon,326191,6787.80680636511,805,10084
Cameroon,326199,2961701.59847953,805,10084
Cameroon,326211,76132.4204607201,805,10084
Cameroon,326220,68672.1837317979,805,10084
Cameroon,326291,561487.142451898,805,10084
Cameroon,326299,168345.101624098,805,10084
Cameroon,327110,290604.346028351,805,10084
Cameroon,327120,34583.5559442465,805,10084
Cameroon,327212,12326.9091365353,805,10084
Cameroon,327215,10006.9748063657,805,10084
Cameroon,327390,190584.188278803,805,10084
Cameroon,327991,8000.39786463389,805,10084
Cameroon,327993,6331.4447829847,805,10084
Cameroon,331110,427742.100371845,805,10084
Cameroon,331315,36594.2316084694,805,10084
Cameroon,331491,34711.3253097136,805,10084
Cameroon,331511,4887.07372262285,805,10084
Cameroon,332119,32397.1987049268,805,10084
Cameroon,332215,280101.650495409,805,10084
Cameroon,332216,617509.108884523,805,10084
Cameroon,332311,165675.669535732,805,10084
Cameroon,332312,13160232.4689292,805,10084
Cameroon,332322,12763.5745508699,805,10084
Cameroon,332410,30376.6192829521,805,10084
Cameroon,332420,412797.585226641,805,10084
Cameroon,332439,18553.8525862565,805,10084
Cameroon,332510,25646.8382920047,805,10084
Cameroon,332613,46143.056718971,805,10084
Cameroon,332618,65347.0159092781,805,10084
Cameroon,332722,446118.896197186,805,10084
Cameroon,332911,5120776.17372561,805,10084
Cameroon,332912,170334.678919931,805,10084
Cameroon,332919,291429.359420275,805,10084
Cameroon,332991,116012.977974767,805,10084
Cameroon,332993,34232,805,10084
Cameroon,332994,105598.618653397,805,10084
Cameroon,332999,306707.292870756,805,10084
Cameroon,333111,1075787.43518356,805,10084
Cameroon,333112,22228.4400016626,805,10084
Cameroon,333120,4423707.12301896,805,10084
Cameroon,333131,596777.672409487,805,10084
Cameroon,333132,5057306.2389917,805,10084
Cameroon,333241,54311.0434201642,805,10084
Cameroon,333242,38160.2752679758,805,10084
Cameroon,333243,99585.0797985874,805,10084
Cameroon,333244,33118.0137847419,805,10084
Cameroon,333249,111237.661849942,805,10084
Cameroon,333314,8259.14079724431,805,10084
Cameroon,333316,8954.25587067508,805,10084
Cameroon,333318,19468.0448981217,805,10084
Cameroon,333413,142237.411785035,805,10084
Cameroon,333415,432021.177993948,805,10084
Cameroon,333517,137777.932825983,805,10084
Cameroon,333519,149546.259314348,805,10084
Cameroon,333611,902338.015544076,805,10084
Cameroon,333612,27014.4671162946,805,10084
Cameroon,333613,49784.4734734767,805,10084
Cameroon,333618,306620.110280974,805,10084
Cameroon,333911,1733958.92148928,805,10084
Cameroon,333912,1627773.92459873,805,10084
Cameroon,333913,61626.4859826184,805,10084
Cameroon,333921,16100.5329740169,805,10084
Cameroon,333922,112642.633329028,805,10084
Cameroon,333923,94074.5533199431,805,10084
Cameroon,333924,425798.422345416,805,10084
Cameroon,333991,228548.188543631,805,10084
Cameroon,333992,23762.7166786928,805,10084
Cameroon,333993,8896.51447417769,805,10084
Cameroon,333994,283256.724279085,805,10084
Cameroon,333995,34842.3055328215,805,10084
Cameroon,333996,705945.197995007,805,10084
Cameroon,333997,43743.2718444433,805,10084
Cameroon,333999,1346964.27670205,805,10084
Cameroon,334111,1236660.4618538,805,10084
Cameroon,334112,21101.6975820787,805,10084
Cameroon,334118,302393.777066751,805,10084
Cameroon,334210,29546.57983849,805,10084
Cameroon,334220,2068013.61854271,805,10084
Cameroon,334290,110681.900045917,805,10084
Cameroon,334310,122150.956593766,805,10084
Cameroon,334412,19331.1430240163,805,10084
Cameroon,334413,148187.911957701,805,10084
Cameroon,334416,49165.7864224589,805,10084
Cameroon,334417,144383.185007023,805,10084
Cameroon,334418,94427.2881784294,805,10084
Cameroon,334419,1717737.12122535,805,10084
Cameroon,334510,71287.6008071157,805,10084
Cameroon,334511,34042.6598967088,805,10084
Cameroon,334512,3938.09578503125,805,10084
Cameroon,334513,561927.829454591,805,10084
Cameroon,334514,63508.2964786024,805,10084
Cameroon,334515,249603.985633026,805,10084
Cameroon,334516,493117.824006722,805,10084
Cameroon,334517,673084.968082315,805,10084
Cameroon,334519,214278.285034965,805,10084
Cameroon,334613,21119.3505220449,805,10084
Cameroon,334614,11244.9772771982,805,10084
Cameroon,335110,6870.13910986395,805,10084
Cameroon,335121,5502.84397147568,805,10084
Cameroon,335129,391820.163072673,805,10084
Cameroon,335210,761287.134406592,805,10084
Cameroon,335221,3342.25548875532,805,10084
Cameroon,335222,40457.595474801,805,10084
Cameroon,335224,3245.44579265195,805,10084
Cameroon,335228,15689.6436889387,805,10084
Cameroon,335311,31377.4098552509,805,10084
Cameroon,335312,533647.775941516,805,10084
Cameroon,335313,404339.001179837,805,10084
Cameroon,335314,251108.945757301,805,10084
Cameroon,335911,216385.2839275,805,10084
Cameroon,335912,168547.296597196,805,10084
Cameroon,335929,395712.773741651,805,10084
Cameroon,335931,202444.558009646,805,10084
Cameroon,335932,11352.9686910829,805,10084
Cameroon,335991,6907.01207758402,805,10084
Cameroon,335999,340312.065035461,805,10084
Cameroon,336111,1506443.4847965,805,10084
Cameroon,336112,32201.0834297661,805,10084
Cameroon,336120,1495219.72566001,805,10084
Cameroon,336211,5280.05459255003,805,10084
Cameroon,336212,266614.087798724,805,10084
Cameroon,336213,565854.152770794,805,10084
Cameroon,336214,5275.12004058202,805,10084
Cameroon,336310,199760.17760842,805,10084
Cameroon,336320,142503.040031529,805,10084
Cameroon,336340,17108.3329707671,805,10084
Cameroon,336350,5000.05508398946,805,10084
Cameroon,336370,6835.06884737827,805,10084
Cameroon,336390,1755872.97649064,805,10084
Cameroon,336412,2849.01444115244,805,10084
Cameroon,336413,178149.33149115,805,10084
Cameroon,336510,799264.589605371,805,10084
Cameroon,336611,43279.5599226911,805,10084
Cameroon,336991,15503.3442321093,805,10084
Cameroon,336992,4350,805,10084
Cameroon,336999,664920.791887552,805,10084
Cameroon,337121,24327.8013957582,805,10084
Cameroon,337122,13653.378532369,805,10084
Cameroon,337124,449256.624424942,805,10084
Cameroon,337125,110918.212284765,805,10084
Cameroon,337127,372582.010651456,805,10084
Cameroon,337214,15325.6281140739,805,10084
Cameroon,337215,31533.2466572371,805,10084
Cameroon,337910,18002.1314250301,805,10084
Cameroon,339112,191769.241949058,805,10084
Cameroon,339113,238696.692745263,805,10084
Cameroon,339115,19405.9341988184,805,10084
Cameroon,339910,28588.6304078252,805,10084
Cameroon,339920,153816.535715639,805,10084
Cameroon,339930,973552.655754586,805,10084
Cameroon,339940,20548.078402161,805,10084
Cameroon,339950,2750.62664727155,805,10084
Cameroon,339991,637454.476418155,805,10084
Cameroon,339993,6895.40490189002,805,10084
Cameroon,339994,41855.7783241984,805,10084
Cameroon,339999,88384.5520435683,805,10084
Cameroon,910000,25808.4124726008,805,10084
Cameroon,930000,8183780.68592817,805,10084
Cameroon,990000,2685019.45553551,805,10084
Cayman Islands,111130,30351.333417806,803,10086
Cayman Islands,111150,847065.26860064,803,10086
Cayman Islands,111199,28060.1402868287,803,10086
Cayman Islands,111211,699130.654731605,803,10086
Cayman Islands,111219,4809734.8480305,803,10086
Cayman Islands,111310,167324.433127529,803,10086
Cayman Islands,111320,704872.755602147,803,10086
Cayman Islands,111331,508099.022551477,803,10086
Cayman Islands,111332,821039.828488246,803,10086
Cayman Islands,111333,124172,803,10086
Cayman Islands,111335,228530.769177315,803,10086
Cayman Islands,111339,1007117.80525624,803,10086
Cayman Islands,111411,10306,803,10086
Cayman Islands,111421,943453.6456877,803,10086
Cayman Islands,111422,2502.55164031706,803,10086
Cayman Islands,111910,3463,803,10086
Cayman Islands,111940,64923.0689546529,803,10086
Cayman Islands,111992,157715,803,10086
Cayman Islands,111998,12369.5590798614,803,10086
Cayman Islands,112111,2739.138272628,803,10086
Cayman Islands,112310,355108.527850398,803,10086
Cayman Islands,112511,14215,803,10086
Cayman Islands,112910,41326,803,10086
Cayman Islands,112990,40301.7287913914,803,10086
Cayman Islands,113210,174120.116482154,803,10086
Cayman Islands,113310,373944.831767448,803,10086
Cayman Islands,114111,2393152.9137752,803,10086
Cayman Islands,114112,1451592.73061996,803,10086
Cayman Islands,114119,17821,803,10086
Cayman Islands,211112,1510993.50492799,803,10086
Cayman Islands,212221,163514,803,10086
Cayman Islands,212222,9285,803,10086
Cayman Islands,212311,363457,803,10086
Cayman Islands,212319,9118.90416575885,803,10086
Cayman Islands,212321,5898,803,10086
Cayman Islands,212322,88983.8991797829,803,10086
Cayman Islands,212325,70203.678190602,803,10086
Cayman Islands,212393,7068.30837452005,803,10086
Cayman Islands,212399,1368550.75772385,803,10086
Cayman Islands,311111,1785436,803,10086
Cayman Islands,311119,2373691.74040458,803,10086
Cayman Islands,311211,316857.929661094,803,10086
Cayman Islands,311212,1001449.94351676,803,10086
Cayman Islands,311221,8478.83577164699,803,10086
Cayman Islands,311224,333325.091643814,803,10086
Cayman Islands,311225,581213.545714039,803,10086
Cayman Islands,311230,1884598.8060515,803,10086
Cayman Islands,311311,606141.460905713,803,10086
Cayman Islands,311340,719729.397871367,803,10086
Cayman Islands,311320,457751.82864638,803,10086
Cayman Islands,311411,578840.173039948,803,10086
Cayman Islands,311412,50068,803,10086
Cayman Islands,311421,2588898.79892438,803,10086
Cayman Islands,311422,209378,803,10086
