TAZ,FAF4
2043,50
2044,50
2045,50
2046,380
2047,380
2048,380
2049,380
2050,380
2051,380
2052,380
2053,380
2054,380
2055,380
2056,380
2057,380
2058,380
2059,380
2060,380
2061,380
2062,380
2063,380
2064,380
2065,380
2066,380
2067,380
2068,380
2069,380
2070,380
2071,380
2072,380
2073,380
2074,380
2075,380
2076,209
2077,201
2078,209
2079,209
2080,209
2081,209
2082,209
2083,209
2084,201
2085,209
2086,209
2087,209
2088,209
2089,209
2090,209
2091,209
2092,209
2093,209
2094,209
2095,209
2096,201
2097,202
2098,209
2099,209
2100,209
2101,209
2102,209
2103,249
2104,249
2105,249
2106,249
2107,249
2108,319
2109,319
2110,311
2111,319
2112,319
2113,319
2114,319
2115,319
2116,419
2117,319
2118,319
2119,319
2120,319
2121,419
2122,419
2123,319
2124,319
2125,319
2126,319
2127,319
2128,319
2129,319
2130,419
2131,419
2132,319
2133,319
2134,319
2135,419
2136,319
2137,171
2138,179
2139,179
2140,172
2141,179
2142,179
2143,179
2144,179
2145,179
2146,179
2147,179
2148,179
2149,179
2150,179
2151,179
2152,179
2153,499
2154,0
2155,499
2156,0
2157,0
2158,0
2159,499
2160,0
2161,0
2162,0
2163,0
2164,
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,62
2179,139
2180,131
2181,139
2182,139
2183,139
2184,139
2185,139
2186,139
2187,139
2188,139
2189,139
2190,139
2191,139
2192,139
2193,369
2194,369
2195,364
2196,369
2197,361
2198,369
2199,369
2200,364
2201,369
2202,369
2203,369
2204,369
2205,369
2206,369
2207,369
2208,369
2209,364
2210,364
2211,280
2212,280
2213,280
2214,280
2215,280
2216,280
2217,280
2218,280
2219,280
2220,280
2221,280
2222,280
2223,280
2224,223
2225,229
2226,223
2227,221
2228,229
2229,223
2230,221
2231,486
2232,489
2233,489
2234,489
2235,489
2236,489
2237,489
2238,489
2239,489
2240,489
2241,489
2242,489
2243,50
2244,50
2245,50
2246,50
2247,50
2248,50
2249,50
2250,50
2251,50
2252,380
2253,50
2254,50
2255,50
2256,50
2257,50
2258,50
2259,50
2260,50
2261,409
2262,409
2263,409
2264,409
2265,380
2266,409
2267,409
2268,409
2269,409
2270,409
2271,409
2272,409
2273,409
2274,409
2275,380
2276,380
2277,409
2278,409
2279,409
2280,409
2281,409
2282,540
2283,540
2284,540
2285,540
2286,329
2287,540
2288,540
2289,329
2290,540
2291,540
2292,321
2293,540
2294,540
2295,329
2296,540
2297,540
2298,540
2299,540
2300,540
2301,540
2302,540
2303,540
2304,540
2305,540
2306,329
2307,540
2308,540
2309,540
2310,540
2311,329
2312,209
2313,209
2314,209
2315,209
2316,209
2317,201
2318,209
2319,209
2320,209
2321,209
2322,209
2323,209
2324,209
2325,209
2326,209
2327,209
2328,209
2329,202
2330,209
2331,209
2332,209
2333,209
2334,209
2335,209
2336,209
2337,209
2338,249
2339,241
2340,241
2341,249
2342,249
2343,319
2344,319
2345,319
2346,319
2347,319
2348,319
2349,319
2350,319
2351,319
2352,319
2353,319
2354,319
2355,319
2356,319
2357,319
2358,319
2359,319
2360,319
2361,319
2362,311
2363,319
2364,311
2365,319
2366,311
2367,319
2368,319
2369,311
2370,319
2371,319
2372,319
2373,319
2374,319
2375,319
2376,319
2377,319
2378,319
2379,319
2380,319
2381,319
2382,319
2383,319
2384,319
2385,319
2386,319
2387,319
2388,319
2389,319
2390,319
2391,179
2392,179
2393,179
2394,171
2395,179
2396,171
2397,179
2398,179
2399,179
2400,179
2401,179
2402,179
2403,179
2404,179
2405,179
2406,499
2407,499
2408,491
2409,69
2410,65
2411,62
2412,139
2413,132
2414,131
2415,139
2416,139
2417,139
2418,131
2419,139
2420,139
2421,139
2422,139
2423,139
2424,139
2425,139
2426,139
2427,131
2428,139
2429,131
2430,139
2431,131
2432,131
2433,139
2434,139
2435,139
2436,139
2437,139
2438,139
2439,131
2440,131
2441,139
2442,139
2443,139
2444,139
2445,139
2446,139
2447,139
2448,139
2449,361
2450,269
2451,269
2452,269
2453,269
2454,269
2455,269
2456,269
2457,269
2458,269
2459,269
2460,369
2461,269
2462,269
2463,269
2464,269
2465,269
2466,269
2467,269
2468,269
2469,369
2470,269
2471,269
2472,269
2473,262
2474,269
2475,269
2476,261
2477,269
2478,269
2479,269
2480,269
2481,269
2482,269
2483,269
2484,269
2485,364
2486,269
2487,269
2488,269
2489,269
2490,269
2491,269
2492,269
2493,261
2494,361
2495,364
2496,269
2497,269
2498,269
2499,369
2500,261
2501,269
2502,269
2503,262
2504,269
2505,262
2506,269
2507,269
2508,269
2509,269
2510,269
2511,262
2512,261
2513,269
2514,361
2515,269
2516,280
2517,280
2518,280
2519,280
2520,280
2521,280
2522,280
2523,280
2524,280
2525,229
2526,229
2527,229
2528,489
2529,489
2530,489
2531,489
2532,486
2533,489
2534,489
2535,489
2536,50
2537,50
2538,50
2539,50
2540,50
2541,50
2542,50
2543,50
2544,50
2545,50
2546,50
2547,50
2548,50
2549,50
2550,50
2551,50
2552,50
2553,50
2554,50
2555,50
2556,50
2557,50
2558,50
2559,50
2560,50
2561,50
2562,50
2563,409
2564,409
2565,409
2566,409
2567,409
2568,409
2569,409
2570,409
2571,409
2572,409
2573,409
2574,409
2575,409
2576,409
2577,409
2578,409
2579,409
2580,409
2581,409
2582,402
2583,409
2584,409
2585,409
2586,409
2587,401
2588,540
2589,540
2590,540
2591,540
2592,540
2593,540
2594,540
2595,540
2596,540
2597,540
2598,540
2599,540
2600,89
2601,540
2602,540
2603,89
2604,540
2605,540
2606,540
2607,540
2608,540
2609,89
2610,540
2611,540
2612,89
2613,540
2614,540
2615,540
2616,540
2617,540
2618,89
2619,540
2620,540
2621,540
2622,540
2623,540
2624,209
2625,209
2626,209
2627,209
2628,209
2629,209
2630,209
2631,209
2632,201
2633,201
2634,209
2635,209
2636,209
2637,209
2638,209
2639,209
2640,209
2641,209
2642,209
2643,209
2644,202
2645,202
2646,209
2647,209
2648,209
2649,209
2650,319
2651,319
2652,319
2653,319
2654,319
2655,319
2656,319
2657,319
2658,319
2659,319
2660,319
2661,319
2662,319
2663,319
2664,319
2665,179
2666,179
2667,179
2668,179
2669,179
2670,179
2671,179
2672,179
2673,179
2674,179
2675,179
2676,179
2677,171
2678,499
2679,499
2680,499
2681,491
2682,499
2683,499
2684,499
2685,491
2686,499
2687,499
2688,499
2689,499
2690,69
2691,139
2692,139
2693,139
2694,139
2695,139
2696,139
2697,131
2698,139
2699,139
2700,139
2701,139
2702,139
2703,139
2704,139
2705,139
2706,139
2707,131
2708,139
2709,139
2710,132
2711,131
2712,139
2713,393
2714,399
2715,261
2716,269
2717,394
2718,391
2719,399
2720,399
2721,399
2722,399
2723,392
2724,269
2725,399
2726,391
2727,399
2728,399
2729,399
2730,422
2731,399
2732,394
2733,399
2734,393
2735,399
2736,399
2737,399
2738,399
2739,269
2740,262
2741,393
2742,399
2743,269
2744,399
2745,269
2746,269
2747,399
2748,393
2749,392
2750,269
2751,269
2752,262
2753,269
2754,399
2755,393
2756,393
2757,269
2758,269
2759,399
2760,429
2761,269
2762,399
2763,20
2764,20
2765,280
2766,280
2767,280
2768,280
2769,280
2770,280
2771,280
2772,280
2773,280
2774,280
2775,280
2776,280
2777,229
2778,229
2779,229
2780,221
2781,223
2782,229
2783,519
2784,519
2785,519
2786,519
2787,519
2788,519
2789,519
2790,511
2791,484
2792,489
2793,489
2794,489
2795,483
2796,489
2797,489
2798,489
2799,486
2800,489
2801,489
2802,489
2803,489
2804,489
2805,489
2806,50
2807,101
2808,341
2809,50
2810,342
2811,50
2812,429
2813,50
2814,109
2815,50
2816,50
2817,50
2818,50
2819,401
2820,300
2821,409
2822,300
2823,409
2824,409
2825,402
2826,409
2827,409
2828,409
2829,409
2830,409
2831,409
2832,402
2833,409
2834,409
2835,409
2836,401
2837,402
2838,402
2839,402
2840,409
2841,401
2842,401
2843,401
2844,402
2845,409
2846,409
2847,409
2848,402
2849,402
2850,401
2851,409
2852,89
2853,89
2854,89
2855,89
2856,89
2857,89
2858,89
2859,89
2860,81
2861,89
2862,89
2863,89
2864,89
2865,89
2866,89
2867,89
2868,89
2869,89
2870,89
2871,89
2872,89
2873,89
2874,89
2875,209
2876,209
2877,209
2878,209
2879,209
2880,209
2881,209
2882,209
2883,209
2884,209
2885,209
2886,209
2887,209
2888,209
2889,209
2890,209
2891,531
2892,539
2893,531
2894,539
2895,539
2896,242
2897,539
2898,539
2899,539
2900,319
2901,319
2902,319
2903,319
2904,319
2905,179
2906,179
2907,499
2908,499
2909,69
2910,69
2911,69
2912,499
2913,69
2914,69
2915,131
2916,259
2917,139
2918,139
2919,131
2920,139
2921,139
2922,219
2923,219
2924,139
2925,219
2926,219
2927,219
2928,139
2929,139
2930,132
2931,219
2932,219
2933,219
2934,212
2935,139
2936,139
2937,131
2938,139
2939,139
2940,219
2941,219
2942,139
2943,139
2944,131
2945,131
2946,139
2947,131
2948,139
2949,139
2950,259
2951,259
2952,139
2953,139
2954,131
2955,211
2956,131
2957,139
2958,139
2959,211
2960,139
2961,139
2962,219
2963,219
2964,219
2965,219
2966,139
2967,219
2968,139
2969,219
2970,219
2971,219
2972,219
2973,219
2974,219
2975,219
2976,211
2977,219
2978,219
2979,139
2980,139
2981,219
2982,219
2983,219
2984,219
2985,219
2986,219
2987,219
2988,219
2989,219
2990,219
2991,219
2992,219
2993,212
2994,212
2995,219
