NAICS6_Make,NAICS6_Use,ProVal
336320,334290,4.526315789
33712N,334290,3.661971831
322130,334290,3.42194745
322210,334290,7.414219474
324110,334290,0.571969697
324190,334290,6.863636364
325190,334290,0.744954767
325211,334290,2.234864301
325520,334290,0.744954767
3259A0,334290,4.469728601
326110,334290,10.03972195
326190,334290,18.0714995
423100,334290,1.122669284
423400,334290,5.052011776
423600,334290,80.27085378
423800,334290,11.78802748
423A00,334290,26.38272816
424700,334290,0.561334642
424A00,334290,3.368007851
425000,334290,1.684003925
444000,334290,1
481000,334290,0.68
482000,334290,1
483000,334290,1
484000,334290,29.31034483
493000,334290,27.05150589
517110,334290,3.510917031
517210,334290,2.340611354
518200,334290,5.226666667
522A00,334290,0.803385417
52A000,334290,0.803385417
523A00,334290,0.642857143
5241XX,334290,0.247987118
524200,334290,1.487922705
532100,334290,0.337044534
532400,334290,0.674089069
533000,334290,3.707489879
541100,334290,25.66361886
541511,334290,1.971223022
541512,334290,1.971223022
541200,334290,21.23208501
541300,334290,0.884670209
541800,334290,46.88752106
5419A0,334290,0.884670209
550000,334290,321.8916302
561300,334290,4.12136294
561700,334290,2.472817764
561200,334290,0.824272588
561400,334290,2.472817764
561600,334290,2.472817764
561900,334290,2.472817764
562000,334290,0.573333333
721000,334290,0.362318841
722110,334290,0.275590551
811100,334290,0.768807339
811200,334290,2.306422018
811300,334290,1.537614679
S00203,334290,0.693333333
S00300,334290,21.47826087
221100,334413,414.3163885
221200,334413,16.63050076
221300,334413,13.73823976
230301,334413,53.55778894
3219A0,334413,10.95913978
327100,334413,12.06140351
327200,334413,7.675438596
327310,334413,2.192982456
327330,334413,16.99561404
327390,334413,8.771929825
327400,334413,1.096491228
327910,334413,6.578947368
331110,334413,1.999438202
331313,334413,0.666479401
331410,334413,957.0644195
331420,334413,1.332958801
331490,334413,5.331835206
332114,334413,0.55226209
33211A,334413,7.731669267
332119,334413,17.6723869
332200,334413,1.104524181
332310,334413,72.89859594
332320,334413,68.48049922
332430,334413,1.104524181
332500,334413,7.179407176
332710,334413,29.82215289
332720,334413,2.761310452
332800,334413,9.388455538
332913,334413,12.14976599
332999,334413,5.522620905
333242,334413,17.82352941
333514,334413,6.169683258
33351B,334413,2.742081448
334118,334413,27.48049154
334220,334413,28.11957274
334413,334413,757.3112205
334418,334413,58.15638908
33441A,334413,206.4232272
334513,334413,14.05978637
334515,334413,76.68974384
334300,334413,7.029893186
335120,334413,5.779706675
335312,334413,22.54085603
335313,334413,9.247530679
335314,334413,2.31188267
335920,334413,6.357677342
335930,334413,30.63244538
335999,334413,21.3849147
336320,334413,1.50877193
336350,334413,0.502923977
336390,334413,13.57894737
337110,334413,11.90140845
339990,334413,2
322130,334413,6.8438949
322210,334413,3.992272025
322220,334413,0.570324575
324110,334413,12.01136364
324190,334413,2.859848485
325110,334413,1.489909534
325120,334413,70.77070285
325180,334413,387.3764788
325190,334413,9.684411969
325211,334413,0.744954767
325520,334413,1.489909534
325610,334413,5.959638135
3259A0,334413,35.75782881
326110,334413,81.82373386
326120,334413,27.10724926
326190,334413,3.011916584
423100,334413,3.929342493
423400,334413,44.3454367
423600,334413,238.5672228
423800,334413,17.96270854
423A00,334413,111.1442591
424400,334413,0.561334642
424700,334413,3.368007851
424A00,334413,42.66143278
425000,334413,25.26005888
441000,334413,6
454000,334413,1
481000,334413,3.74
482000,334413,27
483000,334413,16
484000,334413,166.4827586
485000,334413,1.392857143
493000,334413,193.7472719
511200,334413,0.761904762
517110,334413,22.8209607
517210,334413,11.70305677
517A00,334413,2.925764192
518200,334413,37.33333333
522A00,334413,4.8203125
52A000,334413,8.033854167
523900,334413,0.321428571
523A00,334413,4.821428571
5241XX,334413,6.695652174
524200,334413,2.479871176
531ORE,334413,1.114602588
532100,334413,7.077935223
532400,334413,7.077935223
532A00,334413,1.011133603
533000,334413,23.25607287
541100,334413,206.0637632
541511,334413,13.14148681
541512,334413,11.82733813
54151A,334413,1.971223022
541200,334413,120.3151484
541300,334413,13.27005313
541610,334413,9.731372295
5416A0,334413,0.884670209
541800,334413,291.0564986
541400,334413,6.19269146
5419A0,334413,6.19269146
550000,334413,2266.273461
561300,334413,98.91271057
561700,334413,90.66998469
561200,334413,31.32235835
561400,334413,61.8204441
561600,334413,60.99617152
561900,334413,60.17189893
562000,334413,27.52
721000,334413,2.536231884
722110,334413,1.102362205
722211,334413,1.102362205
811100,334413,30.75229358
811200,334413,31.52110092
811300,334413,51.51009174
811400,334413,4.612844037
S00203,334413,15.94666667
S00300,334413,209.1304348
221100,334418,39.76858877
221200,334418,2.169195751
221300,334418,1.446130501
230301,334418,5.869346734
3219A0,334418,31.19139785
327200,334418,1.644736842
327910,334418,3.837719298
331110,334418,11.99662921
331313,334418,0.666479401
33131B,334418,26.65917603
331410,334418,145.9589888
331420,334418,32.65749064
331490,334418,3.998876404
331520,334418,0.666479401
332114,334418,1.104524181
33211A,334418,0.55226209
332119,334418,8.836193448
332200,334418,0.55226209
332310,334418,0.55226209
332320,334418,35.89703588
332430,334418,1.104524181
332710,334418,27.06084243
332720,334418,26.50858034
332800,334418,13.80655226
33291A,334418,0.55226209
332991,334418,0.55226209
332999,334418,0.55226209
33329A,334418,74.0361991
333415,334418,1.371040724
33351B,334418,3.42760181
334118,334418,37.70579072
334220,334418,29.39773514
334413,334418,1261.546286
334418,334418,731.1088913
33441A,334418,1178.46573
334515,334418,12.14254278
335311,334418,0.577970667
335312,334418,0.577970667
335314,334418,30.05447471
335920,334418,11.55941335
335930,334418,14.44926669
336320,334418,0.502923977
336390,334418,0.502923977
322120,334418,0.570324575
322130,334418,7.984544049
322210,334418,35.93044822
322220,334418,1.14064915
324110,334418,0.571969697
324190,334418,7.435606061
325120,334418,0.744954767
325180,334418,58.10647182
325190,334418,2.234864301
325211,334418,3.724773834
325520,334418,9.684411969
325610,334418,1.489909534
3259A0,334418,113.9780793
326110,334418,8.533763654
326130,334418,1.505958292
326150,334418,1.003972195
326190,334418,25.09930487
423100,334418,1.122669284
423400,334418,22.45338567
423600,334418,385.0755643
423800,334418,21.89205103
423A00,334418,31.43473994
424400,334418,0.561334642
424700,334418,1.122669284
424A00,334418,21.89205103
425000,334418,15.15603533
444000,334418,1
481000,334418,1.02
482000,334418,5
483000,334418,1
484000,334418,185.2413793
493000,334418,104.5504147
511200,334418,0.380952381
517110,334418,7.021834061
517210,334418,2.925764192
517A00,334418,1.755458515
518200,334418,19.41333333
522A00,334418,4.016927083
523A00,334418,0.642857143
5241XX,334418,5.455716586
524200,334418,2.727858293
531ORE,334418,1.114602588
532100,334418,1.685222672
532400,334418,1.685222672
532A00,334418,0.337044534
533000,334418,2.022267206
541100,334418,101.8996631
541511,334418,1.314148681
541512,334418,5.256594724
54151A,334418,0.657074341
541200,334418,72.54295711
541800,334418,155.7019567
550000,334418,1148.123588
561300,334418,3.297090352
561700,334418,10.71554364
561400,334418,0.824272588
561600,334418,1.648545176
561900,334418,0.824272588
562000,334418,2.293333333
721000,334418,0.362318841
722110,334418,0.551181102
811100,334418,3.075229358
811200,334418,11.53211009
811300,334418,5.381651376
S00203,334418,1.386666667
S00300,334418,71.2173913
2123A0,33441A,0.222222222
221100,33441A,146.0591806
221200,33441A,15.18437026
221300,33441A,10.84597876
230301,33441A,37.41708543
3219A0,33441A,84.30107527
327200,33441A,18.64035088
327910,33441A,4.934210526
331110,33441A,100.6383895
331313,33441A,25.32621723
33131B,33441A,17.32846442
331410,33441A,646.4850187
331420,33441A,90.6411985
331490,33441A,183.2818352
331520,33441A,0.666479401
332114,33441A,11.5975039
33211A,33441A,9.940717629
332119,33441A,54.67394696
332200,33441A,1.104524181
332310,33441A,5.522620905
332320,33441A,76.76443058
332430,33441A,22.64274571
332710,33441A,94.98907956
332720,33441A,129.7815913
332800,33441A,57.43525741
33291A,33441A,5.522620905
332991,33441A,8.836193448
332999,33441A,2.209048362
333242,33441A,0.685520362
333314,33441A,5.484162896
333318,33441A,3.42760181
333415,33441A,2.056561086
33351B,33441A,5.484162896
334118,33441A,14.69886757
334220,33441A,103.5311542
334413,33441A,236.4600435
334418,33441A,205.1450648
33441A,33441A,1142.677183
334515,33441A,162.3266245
334300,33441A,25.56324795
335311,33441A,0.577970667
335312,33441A,20.22897336
335314,33441A,42.19185872
335920,33441A,113.2822508
335930,33441A,103.4567495
335999,33441A,0.577970667
336320,33441A,41.23976608
336390,33441A,25.14619883
33712N,33441A,1.373239437
322120,33441A,0.570324575
322130,33441A,13.11746522
322210,33441A,47.33693972
322220,33441A,0.570324575
324110,33441A,5.71969697
324190,33441A,15.44318182
325110,33441A,0.744954767
325120,33441A,17.87891441
325180,33441A,116.2129436
325190,33441A,8.194502436
325211,33441A,73.75052192
325520,33441A,18.62386917
325610,33441A,2.234864301
3259A0,33441A,210.822199
326110,33441A,67.26613704
326130,33441A,3.513902681
326150,33441A,1.003972195
326190,33441A,28.61320755
423100,33441A,11.22669284
423400,33441A,22.45338567
423600,33441A,325.0127576
423800,33441A,39.85475957
423A00,33441A,125.1776251
424400,33441A,1.122669284
424700,33441A,3.368007851
424A00,33441A,50.52011776
425000,33441A,21.89205103
452000,33441A,2
444000,33441A,10
454000,33441A,1
4B0000,33441A,1
481000,33441A,2.38
482000,33441A,17
483000,33441A,7
484000,33441A,201.6551724
485000,33441A,0.928571429
493000,33441A,128.6774334
511200,33441A,0.380952381
517110,33441A,34.52401747
517210,33441A,12.28820961
517A00,33441A,2.925764192
518200,33441A,26.88
522A00,33441A,41.77604167
52A000,33441A,37.75911458
523A00,33441A,10.60714286
5241XX,33441A,13.14331723
524200,33441A,23.55877617
531ORE,33441A,7.802218115
532100,33441A,3.707489879
532400,33441A,4.718623482
532A00,33441A,0.337044534
533000,33441A,42.1305668
541100,33441A,102.6544755
541511,33441A,6.570743405
541512,33441A,19.05515588
54151A,33441A,1.314148681
541200,33441A,126.5078398
541300,33441A,6.19269146
541800,33441A,207.0128288
5419A0,33441A,8.846702086
550000,33441A,1311.02421
561300,33441A,26.37672282
561700,33441A,57.69908116
561200,33441A,7.418453292
561400,33441A,14.83690658
561600,33441A,13.18836141
561900,33441A,14.83690658
562000,33441A,18.92
721000,33441A,1.811594203
722110,33441A,7.165354331
722211,33441A,0.826771654
811100,33441A,19.98899083
811200,33441A,16.14495413
811300,33441A,34.59633028
811400,33441A,0.768807339
S00203,33441A,12.48
S00300,33441A,123.2173913
221100,334510,21.69195751
221200,334510,3.615326252
221300,334510,1.446130501
230301,334510,5.135678392
331110,334510,19.32790262
331420,334510,113.3014981
331490,334510,23.32677903
331510,334510,2.665917603
331520,334510,3.332397004
332114,334510,101.0639626
33211A,334510,20.43369735
332119,334510,20.43369735
332200,334510,8.283931357
332310,334510,5.522620905
332320,334510,17.1201248
332430,334510,7.731669267
332500,334510,0.55226209
332600,334510,34.7925117
332710,334510,24.29953198
332720,334510,96.09360374
332800,334510,30.92667707
33291A,334510,3.313572543
332991,334510,4.970358814
332999,334510,2.761310452
333415,334510,0.685520362
33351B,334510,1.371040724
333612,334510,58.26923077
334112,334510,35.14946593
334413,334510,166.8001929
334418,334510,71.57709425
33441A,334510,204.5059836
334510,334510,208.979552
335311,334510,5.201736007
335312,334510,3.467824005
335314,334510,20.22897336
335920,334510,26.5866507
335999,334510,80.91589345
336320,334510,0.502923977
336350,334510,0.502923977
336390,334510,19.61403509
3363A0,334510,0.502923977
313300,334510,1
322130,334510,6.273570325
322210,334510,20.5316847
322220,334510,0.570324575
324110,334510,2.287878788
325190,334510,64.06610995
3252A0,334510,3.724773834
325510,334510,79.71016006
325520,334510,98.33402923
3259A0,334510,22.34864301
326110,334510,75.7999007
326120,334510,7.52979146
326130,334510,4.015888779
326190,334510,0.501986097
326220,334510,4.517874876
423100,334510,5.052011776
423400,334510,165.5937193
423600,334510,84.20019627
423800,334510,17.96270854
423A00,334510,55.0107949
424200,334510,0.561334642
424400,334510,0.561334642
424700,334510,1.122669284
424A00,334510,32.55740922
425000,334510,7.297350343
441000,334510,9
452000,334510,1
454000,334510,1
481000,334510,5.44
482000,334510,5
484000,334510,76.20689655
485000,334510,1.857142857
493000,334510,63.60759494
511200,334510,0.380952381
517110,334510,12.28820961
517210,334510,5.266375546
518200,334510,14.93333333
522A00,334510,4.8203125
52A000,334510,12.85416667
523900,334510,0.321428571
523A00,334510,6.107142857
5241XX,334510,0.743961353
524200,334510,2.231884058
531ORE,334510,2.229205176
532100,334510,1.348178138
532400,334510,1.348178138
533000,334510,45.83805668
541100,334510,75.48123195
541512,334510,7.884892086
54151A,334510,1.971223022
541200,334510,46.00285085
541300,334510,26.54010626
541610,334510,16.80873396
5416A0,334510,4.423351043
541800,334510,122.969159
541400,334510,17.69340417
5419A0,334510,14.15472334
550000,334510,717.4143417
561300,334510,6.594180704
561700,334510,10.71554364
561100,334510,1.648545176
561200,334510,1.648545176
561400,334510,3.297090352
561600,334510,3.297090352
561900,334510,2.472817764
562000,334510,2.866666667
711200,334510,0.428571429
713900,334510,0.25
721000,334510,3.623188406
722110,334510,1.377952756
722211,334510,1.102362205
722A00,334510,0.275590551
811100,334510,3.075229358
811200,334510,7.688073394
811300,334510,4.612844037
813B00,334510,0.768807339
S00203,334510,1.386666667
S00300,334510,110.7826087
221100,334511,59.29135053
221200,334511,5.061456753
221300,334511,8.676783005
230301,334511,6.603015075
3219A0,334511,8.430107527
327200,334511,1.644736842
327910,334511,4.385964912
331110,334511,8.66423221
331313,334511,8.66423221
33131B,334511,3.332397004
331420,334511,28.65861423
331490,334511,37.32284644
331510,334511,3.332397004
331520,334511,4.665355805
332114,334511,4.970358814
33211A,334511,12.70202808
332119,334511,3.865834633
332200,334511,1.104524181
332310,334511,2.209048362
332320,334511,67.92823713
332430,334511,1.656786271
332710,334511,16.01560062
332720,334511,33.13572543
332800,334511,24.29953198
33291A,334511,0.55226209
332991,334511,1.104524181
332999,334511,1.104524181
33351B,334511,3.42760181
333612,334511,20.56561086
334112,334511,10.86438038
334118,334511,51.76557709
334210,334511,0.639081199
334220,334511,295.2555138
334413,334511,164.2438681
334418,334511,141.2369449
33441A,334511,509.9867966
334510,334511,38.34487192
334511,334511,208.979552
334513,334511,85.63688063
334514,334511,23.64600435
334515,334511,435.8533775
334516,334511,30.67589754
334517,334511,41.54027792
33451A,334511,95.22309861
334300,334511,1.278162397
334610,334511,5.751730788
335312,334511,32.94432805
335313,334511,5.779706675
335314,334511,38.72403472
335912,334511,0.577970667
335920,334511,38.72403472
335930,334511,19.07303203
335999,334511,49.7054774
336320,334511,12.07017544
336390,334511,19.11111111
33712N,334511,7.781690141
322130,334511,7.984544049
322210,334511,1.14064915
322220,334511,0.570324575
324110,334511,2.287878788
324190,334511,2.859848485
325190,334511,2.979819068
325211,334511,6.704592902
3252A0,334511,49.91196938
325510,334511,24.58350731
325520,334511,1.489909534
325610,334511,5.959638135
3259A0,334511,9.684411969
326110,334511,12.04766634
326120,334511,6.525819265
326130,334511,12.54965243
326150,334511,2.007944389
326190,334511,10.03972195
326220,334511,1.505958292
423100,334511,5.613346418
423400,334511,33.68007851
423600,334511,282.9126595
423800,334511,19.64671246
423A00,334511,58.94013739
424700,334511,1.122669284
424A00,334511,13.4720314
425000,334511,7.858684985
441000,334511,9
452000,334511,1
444000,334511,1
454000,334511,1
481000,334511,3.06
482000,334511,3
484000,334511,113.7241379
485000,334511,0.928571429
493000,334511,172.5447403
511200,334511,1.523809524
517110,334511,36.86462882
517210,334511,3.510917031
517A00,334511,3.510917031
518200,334511,41.06666667
522A00,334511,1.606770833
52A000,334511,4.8203125
523A00,334511,3.535714286
5241XX,334511,0.247987118
524200,334511,0.743961353
532100,334511,2.022267206
532400,334511,2.022267206
532A00,334511,0.337044534
533000,334511,21.90789474
541100,334511,165.303898
541511,334511,22.34052758
541512,334511,29.56834532
54151A,334511,5.256594724
541200,334511,101.737074
541300,334511,23.00142542
541610,334511,2.654010626
5416A0,334511,0.884670209
541800,334511,241.514967
541400,334511,13.27005313
5419A0,334511,7.077361669
550000,334511,1887.692414
561300,334511,76.65735069
561700,334511,14.012634
561200,334511,24.72817764
561400,334511,48.6320827
561600,334511,47.80781011
561900,334511,47.80781011
562000,334511,17.77333333
721000,334511,1.449275362
722110,334511,0.826771654
722211,334511,0.551181102
811100,334511,3.844036697
811200,334511,18.45137615
811300,334511,6.150458716
811400,334511,0.768807339
S00203,334511,10.4
S00300,334511,189.9130435
221100,334512,3.615326252
221200,334512,0.72306525
230301,334512,0.733668342
331110,334512,3.332397004
331313,334512,1.332958801
33131B,334512,1.332958801
331420,334512,19.32790262
33211A,334512,24.29953198
332119,334512,10.49297972
332320,334512,8.283931357
332710,334512,7.179407176
332720,334512,15.46333853
332800,334512,2.761310452
332999,334512,1.104524181
333318,334512,1.371040724
33351B,334512,0.685520362
334118,334512,5.751730788
334220,334512,46.6529275
334413,334512,18.53335476
334418,334512,15.97702997
33441A,334512,40.26211552
334512,334512,26.84141035
334515,334512,53.04373949
335312,334512,1.155941335
335314,334512,5.779706675
335920,334512,4.62376534
335930,334512,12.71535468
336320,334512,1.50877193
322130,334512,1.14064915
322210,334512,5.70324575
324190,334512,2.287878788
325211,334512,8.939457203
3259A0,334512,1.489909534
326190,334512,10.54170804
423100,334512,0.561334642
423400,334512,2.245338567
423600,334512,31.43473994
423800,334512,6.17468106
423A00,334512,7.297350343
424A00,334512,1.684003925
425000,334512,0.561334642
444000,334512,1
482000,334512,1
484000,334512,15.24137931
493000,334512,10.23570493
517110,334512,0.585152838
517210,334512,0.585152838
518200,334512,2.24
5241XX,334512,0.743961353
532100,334512,0.337044534
532400,334512,0.337044534
541512,334512,1.314148681
541200,334512,9.731372295
541800,334512,24.77076584
550000,334512,134.230113
561700,334512,0.824272588
562000,334512,0.573333333
722110,334512,0.551181102
722211,334512,0.275590551
811100,334512,0.768807339
811300,334512,0.768807339
S00203,334512,0.693333333
S00300,334512,7.913043478
221100,334513,13.73823976
221200,334513,2.169195751
221300,334513,1.446130501
230301,334513,5.135678392
327200,334513,12.06140351
327910,334513,3.289473684
331110,334513,65.98146067
331313,334513,19.32790262
33131B,334513,5.331835206
331410,334513,3.332397004
331420,334513,30.65805243
331490,334513,0.666479401
331510,334513,7.997752809
331520,334513,11.99662921
33211A,334513,24.85179407
332119,334513,23.1950078
332200,334513,13.25429017
332320,334513,24.29953198
332600,334513,1.104524181
332710,334513,65.16692668
332720,334513,83.94383775
332800,334513,39.21060842
33291A,334513,14.35881435
332991,334513,9.940717629
332999,334513,7.731669267
333314,334513,2.056561086
333318,334513,2.742081448
33351B,334513,2.742081448
334118,334513,67.74260706
334220,334513,67.74260706
334413,334513,40.90119672
334418,334513,89.47136782
33441A,334513,90.11044902
334513,334513,53.04373949
334515,334513,207.0623084
335311,334513,1.155941335
335312,334513,6.357677342
335314,334513,32.36635738
335920,334513,10.98144268
335930,334513,33.52229871
335999,334513,0.577970667
336320,334513,2.011695906
336350,334513,0.502923977
336390,334513,11.06432749
322130,334513,4.5625966
322210,334513,19.96136012
322220,334513,0.570324575
324110,334513,2.859848485
324190,334513,4.003787879
325190,334513,1.489909534
325211,334513,18.62386917
3259A0,334513,5.214683368
326130,334513,31.12313803
326190,334513,10.03972195
423100,334513,2.245338567
423400,334513,12.91069676
423600,334513,83.63886163
423800,334513,20.76938175
423A00,334513,33.11874387
424700,334513,1.122669284
424A00,334513,8.981354269
425000,334513,2.806673209
444000,334513,2
481000,334513,6.12
482000,334513,4
483000,334513,1
484000,334513,60.96551724
485000,334513,1.857142857
493000,334513,49.7162811
511200,334513,0.761904762
517110,334513,9.947598253
517210,334513,6.436681223
518200,334513,17.92
522A00,334513,5.623697917
52A000,334513,11.24739583
523900,334513,0.321428571
523A00,334513,5.142857143
5241XX,334513,2.727858293
524200,334513,2.479871176
532100,334513,1.685222672
532400,334513,1.685222672
532A00,334513,0.337044534
533000,334513,31.00809717
541100,334513,45.28873917
541511,334513,15.76978417
541512,334513,14.45563549
54151A,334513,2.628297362
541200,334513,29.19411688
541300,334513,19.46274459
541610,334513,0.884670209
541800,334513,77.85097836
5419A0,334513,8.846702086
550000,334513,530.404427
561300,334513,1.648545176
561700,334513,9.891271057
561600,334513,0.824272588
561900,334513,0.824272588
562000,334513,2.866666667
711200,334513,0.428571429
711500,334513,0.428571429
713900,334513,0.25
721000,334513,3.623188406
722110,334513,1.653543307
722211,334513,1.102362205
722A00,334513,0.275590551
811100,334513,2.306422018
811200,334513,6.150458716
811300,334513,4.612844037
813B00,334513,0.768807339
S00203,334513,1.386666667
S00300,334513,47.47826087
221100,334514,2.892261002
221200,334514,0.72306525
230301,334514,0.733668342
327200,334514,1.096491228
331110,334514,11.33014981
331313,334514,2.665917603
33131B,334514,1.332958801
331410,334514,1.332958801
331420,334514,15.99550562
331510,334514,7.997752809
331520,334514,11.33014981
33211A,334514,8.283931357
332119,334514,3.313572543
332200,334514,1.104524181
332320,334514,2.761310452
332710,334514,11.5975039
332720,334514,22.64274571
332800,334514,5.522620905
33291A,334514,1.656786271
332991,334514,1.104524181
332999,334514,2.209048362
333318,334514,3.42760181
33351B,334514,1.371040724
334118,334514,12.78162397
334220,334514,15.97702997
334413,334514,24.28508555
334418,334514,23.64600435
33441A,334514,35.14946593
334513,334514,141.8760261
334514,334514,4.473568391
334515,334514,108.6438038
335312,334514,1.733912002
335314,334514,5.779706675
335920,334514,2.889853337
335930,334514,1.155941335
336320,334514,1.005847953
322130,334514,1.710973725
322210,334514,3.42194745
324190,334514,2.859848485
325190,334514,0.744954767
325211,334514,20.11377871
3259A0,334514,2.234864301
326110,334514,7.027805362
326190,334514,14.55759682
423100,334514,0.561334642
423400,334514,4.490677134
423600,334514,44.90677134
423800,334514,6.736015702
423A00,334514,8.981354269
424700,334514,0.561334642
424A00,334514,3.368007851
425000,334514,1.684003925
452000,334514,1
444000,334514,5
481000,334514,0.34
482000,334514,1
484000,334514,21.10344828
493000,334514,7.311217809
517110,334514,0.585152838
517210,334514,0.585152838
518200,334514,1.493333333
522A00,334514,2.41015625
52A000,334514,3.213541667
523A00,334514,0.642857143
5241XX,334514,1.239935588
524200,334514,1.735909823
532100,334514,0.337044534
532400,334514,0.337044534
533000,334514,4.044534413
541100,334514,6.793310876
541511,334514,3.285371703
541512,334514,0.657074341
541200,334514,4.423351043
541300,334514,2.654010626
541800,334514,10.6160425
5419A0,334514,0.884670209
550000,334514,88.61793867
561300,334514,3.297090352
561700,334514,1.648545176
561200,334514,0.824272588
561400,334514,1.648545176
561600,334514,1.648545176
561900,334514,1.648545176
562000,334514,0.573333333
721000,334514,0.362318841
811100,334514,0.768807339
811200,334514,0.768807339
811300,334514,0.768807339
S00300,334514,15.82608696
221100,334515,7.953717754
221200,334515,0.72306525
221300,334515,0.72306525
230301,334515,1.467336683
327200,334515,2.74122807
327910,334515,1.644736842
331110,334515,7.331273408
331313,334515,1.999438202
33131B,334515,0.666479401
331410,334515,0.666479401
331420,334515,14.66254682
331510,334515,1.332958801
331520,334515,1.332958801
332119,334515,8.283931357
332200,334515,1.104524181
332320,334515,7.731669267
332710,334515,15.46333853
332720,334515,10.49297972
332800,334515,7.179407176
33291A,334515,1.104524181
332991,334515,1.104524181
332999,334515,3.865834633
333314,334515,0.685520362
333318,334515,1.371040724
33351B,334515,1.371040724
334118,334515,49.8483335
334220,334515,30.67589754
334413,334515,39.62303432
334418,334515,63.90811987
33441A,334515,88.19320542
334514,334515,1.917243596
334515,334515,900.465409
335311,334515,1.155941335
335312,334515,1.733912002
335314,334515,41.03591739
335912,334515,0.577970667
335920,334515,3.467824005
335930,334515,15.60520802
336320,334515,3.01754386
336390,334515,8.549707602
322120,334515,0.570324575
322130,334515,2.851622875
322210,334515,2.851622875
322220,334515,0.570324575
324190,334515,4.575757576
325211,334515,3.724773834
3259A0,334515,3.724773834
326190,334515,8.031777557
423100,334515,2.245338567
423400,334515,11.78802748
423600,334515,142.578999
423800,334515,7.858684985
423A00,334515,6.736015702
424700,334515,0.561334642
424A00,334515,1.684003925
425000,334515,3.929342493
444000,334515,2
481000,334515,3.4
482000,334515,2
484000,334515,103.1724138
485000,334515,1.392857143
493000,334515,511.0541248
511200,334515,0.380952381
517110,334515,4.681222707
517210,334515,2.925764192
517A00,334515,0.585152838
518200,334515,86.61333333
522A00,334515,3.213541667
52A000,334515,4.8203125
523900,334515,0.321428571
523A00,334515,5.785714286
5241XX,334515,0.247987118
524200,334515,0.743961353
532100,334515,0.674089069
532400,334515,0.674089069
533000,334515,28.31174089
541100,334515,449.1133301
541511,334515,9.199040767
541512,334515,4.599520384
54151A,334515,1.314148681
541200,334515,282.2097966
541300,334515,14.15472334
541610,334515,2.654010626
5416A0,334515,0.884670209
541800,334515,638.7318906
5419A0,334515,8.846702086
550000,334515,175.2810699
561300,334515,9.066998469
561700,334515,12.36408882
561400,334515,1.648545176
561600,334515,5.769908116
562000,334515,1.72
711500,334515,0.428571429
721000,334515,2.173913043
722110,334515,1.102362205
722211,334515,0.826771654
811100,334515,0.768807339
811200,334515,49.20366972
811300,334515,1.537614679
S00203,334515,0.693333333
S00300,334515,52
221100,334516,12.29210926
221200,334516,1.446130501
221300,334516,0.72306525
230301,334516,3.668341709
327200,334516,14.80263158
327910,334516,2.192982456
331110,334516,28.65861423
331313,334516,7.331273408
33131B,334516,5.331835206
331410,334516,3.332397004
331420,334516,17.99494382
331490,334516,1.332958801
331510,334516,1.332958801
331520,334516,1.999438202
33211A,334516,2.209048362
332119,334516,4.970358814
332200,334516,7.731669267
332320,334516,40.31513261
332430,334516,0.55226209
332600,334516,0.55226209
332710,334516,41.41965679
332720,334516,38.10608424
332800,334516,27.06084243
33291A,334516,7.731669267
332991,334516,5.522620905
332999,334516,7.731669267
333314,334516,4.113122172
333318,334516,2.742081448
33351B,334516,1.371040724
334118,334516,45.37476511
334220,334516,88.19320542
334413,334516,15.33794877
334418,334516,51.1264959
33441A,334516,42.81844031
334515,334516,489.5361982
334516,334516,46.6529275
335311,334516,0.577970667
335312,334516,16.76114936
335314,334516,23.69679737
335920,334516,6.93564801
335930,334516,33.52229871
335999,334516,1.733912002
336310,334516,0.502923977
336320,334516,3.01754386
336350,334516,0.502923977
336390,334516,15.59064327
322120,334516,0.570324575
322130,334516,5.70324575
322210,334516,18.82071097
322220,334516,0.570324575
324110,334516,1.143939394
324190,334516,13.72727273
325190,334516,2.234864301
325211,334516,5.214683368
3259A0,334516,93.86430063
326110,334516,15.05958292
326190,334516,28.61320755
423100,334516,3.368007851
423400,334516,15.71736997
423600,334516,107.2149166
423800,334516,17.4013739
423A00,334516,20.20804711
424700,334516,1.122669284
424A00,334516,14.03336605
425000,334516,2.806673209
452000,334516,1
444000,334516,4
481000,334516,4.08
482000,334516,3
483000,334516,1
484000,334516,62.13793103
485000,334516,1.392857143
493000,334516,46.79179398
511200,334516,0.380952381
517110,334516,7.6069869
517210,334516,4.681222707
517A00,334516,0.585152838
518200,334516,11.94666667
522A00,334516,3.213541667
52A000,334516,8.033854167
523A00,334516,3.535714286
5241XX,334516,0.495974235
524200,334516,1.735909823
531ORE,334516,1.114602588
532100,334516,1.011133603
532400,334516,1.011133603
533000,334516,24.26720648
541100,334516,57.36573628
541511,334516,10.51318945
541512,334516,5.256594724
54151A,334516,1.314148681
541200,334516,33.61746793
541300,334516,15.92406376
541610,334516,21.23208501
5416A0,334516,5.308021252
541800,334516,83.15899961
541400,334516,2.654010626
5419A0,334516,7.077361669
550000,334516,467.850588
561300,334516,4.945635528
561700,334516,6.594180704
561100,334516,1.648545176
561200,334516,0.824272588
561400,334516,2.472817764
561600,334516,1.648545176
561900,334516,1.648545176
562000,334516,1.72
721000,334516,2.536231884
722110,334516,1.102362205
722211,334516,0.826771654
811100,334516,1.537614679
811200,334516,5.381651376
