Country,Commodity_NAICS6,USImpVal,FAFZONE,TAZ
Afghanistan,336320,50149.7827413732,806,10046
Afghanistan,336360,6301,806,10046
Afghanistan,336390,31175.3886874899,806,10046
Afghanistan,336412,53562.4585799765,806,10046
Afghanistan,337127,6096.20071859331,806,10046
Afghanistan,337910,618.409474984194,806,10046
Afghanistan,339113,13147.6785133998,806,10046
Afghanistan,339910,1697623.43314049,806,10046
Afghanistan,339999,5949.96641878343,806,10046
Afghanistan,930000,393355.99533112,806,10046
Afghanistan,980000,2553154.56780285,806,10046
Afghanistan,990000,1172807.68187102,806,10046
Albania,111130,7378.24365531839,804,10047
Albania,111219,67766.9248965285,804,10047
Albania,111998,7736353.80257818,804,10047
Albania,112910,2849.09425069736,804,10047
Albania,112930,1100,804,10047
Albania,113210,5015.14648899018,804,10047
Albania,311224,37821.193482622,804,10047
Albania,311421,25584.014255572,804,10047
Albania,311423,1253876.49691498,804,10047
Albania,311710,2731.42619591121,804,10047
Albania,311920,464876.514180304,804,10047
Albania,311942,230312.539596025,804,10047
Albania,312120,9068.05163830166,804,10047
Albania,312130,57621.6564070229,804,10047
Albania,312140,3731.33987270163,804,10047
Albania,313210,8926.06478904261,804,10047
Albania,314110,15185.9819428569,804,10047
Albania,314999,49023.9638401673,804,10047
Albania,315110,3427.4498011319,804,10047
Albania,315190,372.936286626451,804,10047
Albania,315220,2481873.45078221,804,10047
Albania,315240,1780934.89226339,804,10047
Albania,315280,174083.282827399,804,10047
Albania,315990,293983.026871761,804,10047
Albania,316210,6625972.76092793,804,10047
Albania,316992,17475.1022040067,804,10047
Albania,316998,24279.0851144403,804,10047
Albania,321999,343603.019160517,804,10047
Albania,323111,3128.11980137335,804,10047
Albania,323117,10763,804,10047
Albania,325611,18447.2063960592,804,10047
Albania,325620,191850.441377072,804,10047
Albania,325998,2009065.03243323,804,10047
Albania,326111,432.056373636747,804,10047
Albania,326199,1543.26447927464,804,10047
Albania,326211,38034.0251303322,804,10047
Albania,327212,37897.2252153537,804,10047
Albania,327215,14731.5687242236,804,10047
Albania,327991,73189.9536593749,804,10047
Albania,331110,13701039.0051761,804,10047
Albania,331318,3889,804,10047
Albania,332312,607705.641221202,804,10047
Albania,332321,284882,804,10047
Albania,332991,6321.03452737595,804,10047
Albania,332999,14559.2891078252,804,10047
Albania,333111,4268.00492193123,804,10047
Albania,333992,2695.01443967332,804,10047
Albania,333994,64500,804,10047
Albania,333995,6270.027654968,804,10047
Albania,333996,65402.4010916643,804,10047
Albania,334220,4639.05280488027,804,10047
Albania,334419,8624.11529643897,804,10047
Albania,334513,6988.75362606653,804,10047
Albania,334515,25848.5546674647,804,10047
Albania,334516,6400.30056411518,804,10047
Albania,334519,2479.14213076583,804,10047
Albania,335121,7800.04344014057,804,10047
Albania,335312,5905.40376745624,804,10047
Albania,335313,10062.2547392497,804,10047
Albania,335929,21667.056157647,804,10047
Albania,335931,51873.8961770137,804,10047
Albania,336360,148119,804,10047
Albania,336412,2500.34817383888,804,10047
Albania,336992,10157,804,10047
Albania,337121,6778.23400381477,804,10047
Albania,337122,1963.04349696336,804,10047
Albania,337124,16758.1408038881,804,10047
Albania,337125,792.121354648822,804,10047
Albania,337127,342750.285119743,804,10047
Albania,337215,782.021247848035,804,10047
Albania,337910,650.53464251584,804,10047
Albania,339910,25563.979952258,804,10047
Albania,339999,66806.5351582273,804,10047
Albania,910000,1866595.53975665,804,10047
Albania,930000,197795.116600189,804,10047
Albania,980000,1091447.20348482,804,10047
Albania,990000,564764.822738503,804,10047
Algeria,111339,4885646.058541,805,10048
Algeria,111998,10650.2811216415,805,10048
Algeria,211111,1406599820.60063,805,10048
Algeria,211112,12181777.9116079,805,10048
Algeria,312111,11641,805,10048
Algeria,314110,4720.30522030192,805,10048
Algeria,315220,911.397075792407,805,10048
Algeria,323117,56034,805,10048
Algeria,324110,2476211055.94705,805,10048
Algeria,325120,3595042,805,10048
Algeria,325311,67151190,805,10048
Algeria,325620,44923.103351484,805,10048
Algeria,326122,460.017341737869,805,10048
Algeria,326299,6953.07134325735,805,10048
Algeria,332510,16198.1105981324,805,10048
Algeria,332911,3575.01390018651,805,10048
Algeria,332912,21797.2663622973,805,10048
Algeria,332999,11254.3154759286,805,10048
Algeria,333413,3287.05461039215,805,10048
Algeria,333611,208558,805,10048
Algeria,333912,15100.3400394364,805,10048
Algeria,333996,27058.1659389354,805,10048
Algeria,334111,3575.00345665787,805,10048
Algeria,334220,16554.1884311248,805,10048
Algeria,334418,38069.3748179707,805,10048
Algeria,334511,13897.0162976366,805,10048
Algeria,334513,46616.0267980234,805,10048
Algeria,334515,6230.13368842096,805,10048
Algeria,334614,4714.42707459802,805,10048
Algeria,335312,51092.4933235515,805,10048
Algeria,336320,45626.7121449659,805,10048
Algeria,336412,7105.98951005009,805,10048
Algeria,336413,4075,805,10048
Algeria,337127,146290.816653567,805,10048
Algeria,339991,1744.03240506953,805,10048
Algeria,930000,105842.014042913,805,10048
Algeria,980000,22104916.3461028,805,10048
Algeria,990000,130364.19536653,805,10048
Andorra,311942,10997.0311932005,804,10049
Andorra,315190,854.144398402516,804,10049
Andorra,315240,2225.90941008177,804,10049
Andorra,315990,343.298975637289,804,10049
Andorra,321211,292914.247721877,804,10049
Andorra,321999,4569.95786273844,804,10049
Andorra,325998,10788019.1315273,804,10049
Andorra,326113,1750.03425566324,804,10049
Andorra,326199,1652.28316251568,804,10049
Andorra,326211,163224.10784754,804,10049
Andorra,326299,1604.01645830358,804,10049
Andorra,327120,9584,804,10049
Andorra,327215,6283.24256970314,804,10049
Andorra,327991,11378.1482563823,804,10049
Andorra,331318,2466,804,10049
Andorra,332420,106296.989436532,804,10049
Andorra,332911,3741.01454562175,804,10049
Andorra,333111,95713.1103778828,804,10049
Andorra,333120,18809.0194219923,804,10049
Andorra,333242,52669.6427217073,804,10049
Andorra,333413,3539.05879713351,804,10049
Andorra,333912,21970.4947461204,804,10049
Andorra,333999,15177.7110113954,804,10049
Andorra,334111,22118.0213858346,804,10049
Andorra,334220,199302.268595093,804,10049
Andorra,334290,3605.01249134517,804,10049
Andorra,334413,126914.444864777,804,10049
Andorra,334419,26143.3495123845,804,10049
Andorra,334510,4675.0183651238,804,10049
Andorra,334511,313915.368142232,804,10049
Andorra,334513,30338.2715006766,804,10049
Andorra,334515,745026.987053642,804,10049
Andorra,335312,38546.6355313858,804,10049
Andorra,335313,179774.551229868,804,10049
Andorra,335931,10994.4018848336,804,10049
Andorra,335999,59974.9298166423,804,10049
Andorra,336320,21797.3402144352,804,10049
Andorra,336390,3721.04639314034,804,10049
Andorra,336413,13561,804,10049
Andorra,336991,7690.01620887788,804,10049
Andorra,337127,3952.13012465236,804,10049
Andorra,337215,28579.7765246151,804,10049
Andorra,339114,13068.1976347222,804,10049
Andorra,339116,32616.3316969797,804,10049
Andorra,339920,1920.58172006768,804,10049
Andorra,339991,5198.09658345839,804,10049
Andorra,339992,100329.839266097,804,10049
Andorra,980000,69943.4226932793,804,10049
Andorra,990000,82680.4426656203,804,10049
Angola,211111,2351396449.33575,805,10050
Angola,211112,132565802.759612,805,10050
Angola,321918,66787.8072507398,805,10050
Angola,322211,4075.0897636129,805,10050
Angola,324110,62232208.382884,805,10050
Angola,325212,7124,805,10050
Angola,326199,2427.41600207358,805,10050
Angola,331110,3278.03158279721,805,10050
Angola,332420,189917.127787265,805,10050
Angola,334513,10076.0865458816,805,10050
Angola,334515,8072.17321555923,805,10050
Angola,335122,72845.7815702099,805,10050
Angola,339910,136321884.935694,805,10050
Angola,339991,2118.03935432183,805,10050
Angola,930000,15071.0955911904,805,10050
Angola,980000,5284718.44750602,805,10050
Anguilla,312140,2654889.82320762,803,10051
Anguilla,315220,2433.73065294016,803,10051
Anguilla,315240,3349.88346863792,803,10051
Anguilla,325620,22101.0508463626,803,10051
Anguilla,326220,743.025401725287,803,10051
Anguilla,327110,23026.6802081405,803,10051
Anguilla,332216,657028.661905627,803,10051
Anguilla,332999,24951.3505671996,803,10051
Anguilla,333249,17550.098055778,803,10051
Anguilla,333924,11435.2370856357,803,10051
Anguilla,333996,4291.02631546943,803,10051
Anguilla,334111,6695.00647337747,803,10051
Anguilla,334220,6800.07740314417,803,10051
Anguilla,334418,3068.03020677019,803,10051
Anguilla,334513,2788.30067393725,803,10051
Anguilla,336212,77989,803,10051
Anguilla,336214,52215,803,10051
Anguilla,336320,12626.1970705812,803,10051
Anguilla,336390,206922.579862563,803,10051
Anguilla,339910,86798.4201064981,803,10051
Anguilla,339930,50182.2366281579,803,10051
Anguilla,910000,50735.7713308872,803,10051
Anguilla,930000,21904.9405434391,803,10051
Anguilla,980000,563012.582375815,803,10051
Anguilla,990000,140917.911250833,803,10051
Antigua and Barbuda,114112,67521.8204147098,803,10052
Antigua and Barbuda,212322,48500,803,10052
Antigua and Barbuda,311710,2802.46328745322,803,10052
Antigua and Barbuda,311941,19318.0815789359,803,10052
Antigua and Barbuda,312140,134812.279506883,803,10052
Antigua and Barbuda,313220,1797.99196610767,803,10052
Antigua and Barbuda,314994,17828.1462644351,803,10052
Antigua and Barbuda,316110,999.041999180068,803,10052
Antigua and Barbuda,323111,30734.177063813,803,10052
Antigua and Barbuda,324110,1629935.53365254,803,10052
Antigua and Barbuda,325613,161285,803,10052
Antigua and Barbuda,325920,3516,803,10052
Antigua and Barbuda,325998,91102.3642359235,803,10052
Antigua and Barbuda,326111,14293.8650278157,803,10052
Antigua and Barbuda,326113,364.007125177954,803,10052
Antigua and Barbuda,326160,2428,803,10052
Antigua and Barbuda,326199,8276.41838366663,803,10052
Antigua and Barbuda,326220,40302.3778128275,803,10052
Antigua and Barbuda,326299,27699.2842135604,803,10052
Antigua and Barbuda,327211,2091,803,10052
Antigua and Barbuda,327212,7864.46177842834,803,10052
Antigua and Barbuda,327993,2670,803,10052
Antigua and Barbuda,327999,13078.2592665813,803,10052
Antigua and Barbuda,331318,206177,803,10052
Antigua and Barbuda,331410,53107.9578959685,803,10052
Antigua and Barbuda,331511,2647,803,10052
Antigua and Barbuda,332216,17190.1742988176,803,10052
Antigua and Barbuda,332420,57192.1464807207,803,10052
Antigua and Barbuda,332510,107204.731976922,803,10052
Antigua and Barbuda,332613,4149,803,10052
Antigua and Barbuda,332722,291216.451551196,803,10052
Antigua and Barbuda,332911,157478.6123003,803,10052
Antigua and Barbuda,332913,30131.3020035888,803,10052
Antigua and Barbuda,332919,2295.05220244359,803,10052
Antigua and Barbuda,332991,26104.1425886129,803,10052
Antigua and Barbuda,333413,3576.05941185347,803,10052
Antigua and Barbuda,333511,3195,803,10052
Antigua and Barbuda,333612,17017.1482179762,803,10052
Antigua and Barbuda,333618,155005.093365546,803,10052
Antigua and Barbuda,333911,22142.7667889368,803,10052
Antigua and Barbuda,333999,110710.186302729,803,10052
Antigua and Barbuda,334220,7561.08606546663,803,10052
Antigua and Barbuda,334290,19001.0658385713,803,10052
Antigua and Barbuda,334310,6279.78958737746,803,10052
Antigua and Barbuda,334418,20821.2049984231,803,10052
Antigua and Barbuda,334510,2317.00910203034,803,10052
Antigua and Barbuda,334511,115859.135873058,803,10052
Antigua and Barbuda,334513,194763.002096086,803,10052
Antigua and Barbuda,334519,5450.31246981597,803,10052
Antigua and Barbuda,334614,5450.49375404311,803,10052
Antigua and Barbuda,335129,4639.83599091348,803,10052
Antigua and Barbuda,335228,5905.00520837798,803,10052
Antigua and Barbuda,335311,48057,803,10052
Antigua and Barbuda,335313,26511.6711779219,803,10052
Antigua and Barbuda,335314,46060.3567562425,803,10052
Antigua and Barbuda,335911,46003.6238602163,803,10052
Antigua and Barbuda,335931,24056.8793652499,803,10052
Antigua and Barbuda,335999,36185.1643320392,803,10052
Antigua and Barbuda,336310,7772.01004021278,803,10052
Antigua and Barbuda,336320,139316.174456752,803,10052
Antigua and Barbuda,336360,84279,803,10052
Antigua and Barbuda,336390,22500.2805282606,803,10052
Antigua and Barbuda,336412,4058.56515577527,803,10052
Antigua and Barbuda,337127,17605.5796671318,803,10052
Antigua and Barbuda,339113,16054.4917939796,803,10052
Antigua and Barbuda,339910,130877.76815417,803,10052
Antigua and Barbuda,339991,55887.0384115343,803,10052
Antigua and Barbuda,339999,142384.917882391,803,10052
Antigua and Barbuda,910000,521316.025986824,803,10052
Antigua and Barbuda,930000,169527.80334304,803,10052
Antigua and Barbuda,980000,6063695.19374144,803,10052
Antigua and Barbuda,990000,420713.402023538,803,10052
Argentina,111110,61978215,803,10053
Argentina,111120,32857168.0628521,803,10053
Argentina,111130,6618236.68783056,803,10053
Argentina,111140,4868464,803,10053
Argentina,111150,75222840,803,10053
Argentina,111199,14698565,803,10053
Argentina,111219,28861299.1550494,803,10053
Argentina,111331,19571015,803,10053
Argentina,111334,82503427,803,10053
Argentina,111339,64752196.433916,803,10053
Argentina,111421,172201,803,10053
Argentina,111910,22677020,803,10053
Argentina,111992,7399460,803,10053
Argentina,111998,4728513.73315848,803,10053
Argentina,112511,98303.3570012286,803,10053
Argentina,112910,89492003.8502934,803,10053
Argentina,112920,12605971,803,10053
Argentina,112930,417,803,10053
Argentina,112990,15958.8174999208,803,10053
Argentina,113210,2785579.79826242,803,10053
Argentina,113310,77117.9995552837,803,10053
Argentina,114111,80049987.686176,803,10053
Argentina,114112,186176783.954599,803,10053
Argentina,114119,10781.1740766053,803,10053
Argentina,211111,6716.78468661022,803,10053
Argentina,211112,22509181.9439523,803,10053
Argentina,212210,4570085,803,10053
Argentina,212311,123029.618002059,803,10053
Argentina,212319,7882,803,10053
Argentina,212325,2940,803,10053
Argentina,212391,785237,803,10053
Argentina,212393,190980,803,10053
Argentina,212399,693344.712692576,803,10053
Argentina,311111,2868746,803,10053
Argentina,311119,1657445.57745839,803,10053
Argentina,311211,2239062.62071667,803,10053
Argentina,311212,4161779,803,10053
Argentina,311213,13806,803,10053
Argentina,311221,303302,803,10053
Argentina,311224,105055442.869906,803,10053
Argentina,311225,905617.877352809,803,10053
Argentina,311230,56707.3232560033,803,10053
Argentina,311311,38148530.7738235,803,10053
Argentina,311340,10369304.2584403,803,10053
Argentina,311320,183883.379469766,803,10053
Argentina,311411,68515986.8060933,803,10053
Argentina,311412,113464,803,10053
Argentina,311421,79465714.4168567,803,10053
Argentina,311423,12824493.2261592,803,10053
Argentina,311512,89423,803,10053
Argentina,311513,2891908,803,10053
Argentina,311514,18242521.6869737,803,10053
Argentina,311520,47857,803,10053
Argentina,311611,925853.071599964,803,10053
Argentina,311613,7780739,803,10053
Argentina,311710,1764860.51010601,803,10053
Argentina,311811,5983565.20031403,803,10053
Argentina,311824,1632846.84314737,803,10053
Argentina,311911,28638843.6136147,803,10053
Argentina,311920,80684185.872208,803,10053
Argentina,311941,24671.1041843839,803,10053
Argentina,311942,178059.888333962,803,10053
Argentina,311999,1451976.06072772,803,10053
Argentina,312111,53547,803,10053
Argentina,312112,22101,803,10053
Argentina,312120,300686.712269821,803,10053
Argentina,312130,328978485.615077,803,10053
Argentina,312140,4424932.04921594,803,10053
Argentina,313110,114178.261356384,803,10053
Argentina,313210,393719.85778036,803,10053
Argentina,313220,187134.243412957,803,10053
Argentina,313230,62642.1051644477,803,10053
Argentina,313240,1202195.37135921,803,10053
Argentina,313320,483,803,10053
Argentina,314110,397300.68991429,803,10053
Argentina,314120,59715.6068288243,803,10053
Argentina,314910,166661.305095747,803,10053
Argentina,314994,8182.06712674488,803,10053
Argentina,314999,67949.3032447453,803,10053
Argentina,315110,25689.3424001237,803,10053
Argentina,315190,4270.72199201258,803,10053
Argentina,315220,336340.574701083,803,10053
Argentina,315240,478002.52558184,803,10053
Argentina,315280,7384650.4954281,803,10053
Argentina,315990,789386.468764298,803,10053
Argentina,316110,37804625.2858019,803,10053
Argentina,316210,16148791.1943921,803,10053
Argentina,316992,670842.467408497,803,10053
Argentina,316998,5421803.95783401,803,10053
Argentina,321113,3503225.31197464,803,10053
Argentina,321114,37841,803,10053
Argentina,321211,9926.85416860606,803,10053
Argentina,321213,1770822.48731688,803,10053
Argentina,321219,14956637.152526,803,10053
Argentina,321911,25984.1162717452,803,10053
Argentina,321918,22405066.2047533,803,10053
Argentina,321920,2488.02057687673,803,10053
Argentina,321999,2193076.6686636,803,10053
Argentina,322121,7275884,803,10053
Argentina,322211,190580.197985348,803,10053
Argentina,322212,30563.8332015754,803,10053
Argentina,322220,82865.2718448049,803,10053
Argentina,322230,2316779.19126004,803,10053
Argentina,322299,1535017.50613605,803,10053
Argentina,323111,467190.892572568,803,10053
Argentina,323117,1169212,803,10053
Argentina,324110,274245286.921342,803,10053
Argentina,324191,1073484,803,10053
Argentina,325130,160992.04863383,803,10053
Argentina,325180,71775858.9474917,803,10053
Argentina,325194,28017817,803,10053
Argentina,325199,840627117.740635,803,10053
Argentina,325211,20266682.556195,803,10053
Argentina,325212,5547847,803,10053
Argentina,325220,43096,803,10053
Argentina,325411,12394262.3835412,803,10053
Argentina,325412,157923823.542944,803,10053
Argentina,325413,1193531.23004958,803,10053
Argentina,325414,1934387.01344935,803,10053
Argentina,325510,262641,803,10053
Argentina,325520,14808,803,10053
Argentina,325611,28428.3180694514,803,10053
Argentina,325612,2107455,803,10053
Argentina,325613,1568182,803,10053
Argentina,325620,1656127.81013897,803,10053
Argentina,325910,12573.7546977464,803,10053
Argentina,325920,1011553,803,10053
Argentina,325998,136550197.940688,803,10053
Argentina,326111,55934.2981675517,803,10053
Argentina,326113,177089.466399075,803,10053
Argentina,326121,118139,803,10053
Argentina,326122,13500.508942307,803,10053
Argentina,326160,2456438,803,10053
Argentina,326199,2496362.817938,803,10053
Argentina,326211,29715426.6339604,803,10053
Argentina,326220,10124263.117037,803,10053
Argentina,326299,6750215.26181551,803,10053
Argentina,327110,233254.149796038,803,10053
Argentina,327120,5372841,803,10053
Argentina,327211,307772,803,10053
Argentina,327212,63146.7077918744,803,10053
Argentina,327213,4909.71739520384,803,10053
Argentina,327215,63777.4621809355,803,10053
Argentina,327390,5582.11339983628,803,10053
Argentina,327910,643079,803,10053
Argentina,327991,1038549.53221922,803,10053
Argentina,327992,11629,803,10053
Argentina,327993,7400,803,10053
Argentina,327999,122806.604949429,803,10053
Argentina,331110,248076647.14001,803,10053
Argentina,331313,536194848,803,10053
Argentina,331318,32993192,803,10053
Argentina,331410,167663161.2687,803,10053
Argentina,331491,577813.003317363,803,10053
Argentina,331511,835976,803,10053
Argentina,331513,5839212,803,10053
Argentina,332215,510935.465925534,803,10053
Argentina,332216,8577854.97468412,803,10053
Argentina,332312,500021.641610172,803,10053
Argentina,332321,66976,803,10053
Argentina,332410,118364,803,10053
Argentina,332420,91201.4228842239,803,10053
Argentina,332439,353002,803,10053
Argentina,332510,242575.656268142,803,10053
Argentina,332613,681265,803,10053
Argentina,332618,6343308.05407218,803,10053
Argentina,332722,462660.072248107,803,10053
Argentina,332911,3250551.63862891,803,10053
Argentina,332912,200730.452923394,803,10053
Argentina,332913,380200.428839443,803,10053
Argentina,332919,7774153.82814633,803,10053
Argentina,332991,12028376.7025812,803,10053
Argentina,332992,109615,803,10053
Argentina,332994,5182548.55231403,803,10053
Argentina,332999,3698610.5957578,803,10053
Argentina,333111,6413156.39575406,803,10053
Argentina,333112,84299,803,10053
Argentina,333120,987664.019851304,803,10053
Argentina,333131,82434.9585181668,803,10053
Argentina,333132,94114,803,10053
Argentina,333241,1531328.96556755,803,10053
Argentina,333242,109329.334133529,803,10053
Argentina,333243,46740.3033058222,803,10053
Argentina,333244,112896,803,10053
Argentina,333249,748652.182863937,803,10053
Argentina,333314,707862.212938903,803,10053
Argentina,333316,60752.817181215,803,10053
Argentina,333318,362457.165960658,803,10053
Argentina,333413,160267.662651201,803,10053
Argentina,333414,37939.5677217966,803,10053
Argentina,333415,346725.107838082,803,10053
Argentina,333511,16576,803,10053
Argentina,333514,10665.0656146677,803,10053
Argentina,333515,164074.631867745,803,10053
Argentina,333517,2451084.26975113,803,10053
Argentina,333519,548096.463128072,803,10053
Argentina,333611,2631447,803,10053
Argentina,333612,709524.17989787,803,10053
Argentina,333613,1672011.45216637,803,10053
Argentina,333618,13545725.7147417,803,10053
Argentina,333911,8221292.26911743,803,10053
Argentina,333912,2996345.47368758,803,10053
Argentina,333921,4200736,803,10053
Argentina,333922,1683650,803,10053
Argentina,333923,7953,803,10053
Argentina,333991,66891.3420010677,803,10053
Argentina,333992,39491.2115907751,803,10053
Argentina,333993,2711317.01601385,803,10053
Argentina,333995,117417.517888896,803,10053
Argentina,333996,1354313.30556323,803,10053
Argentina,333999,2889438.35793356,803,10053
Argentina,334111,120646.116652292,803,10053
Argentina,334118,349023.803251765,803,10053
Argentina,334210,9705,803,10053
Argentina,334220,1088374.38862365,803,10053
Argentina,334290,56044.1941927736,803,10053
Argentina,334310,35422.0163259323,803,10053
Argentina,334412,53796.3993023405,803,10053
Argentina,334413,390718.36955916,803,10053
Argentina,334416,26766.3975227937,803,10053
Argentina,334417,5839.09889057205,803,10053
Argentina,334418,66422.6539746054,803,10053
Argentina,334419,113170.512985007,803,10053
Argentina,334510,628847.470335032,803,10053
Argentina,334511,485840.569766408,803,10053
Argentina,334512,313696.612130983,803,10053
Argentina,334513,1104729.12748846,803,10053
Argentina,334514,73383,803,10053
Argentina,334515,1187024.47159262,803,10053
Argentina,334516,1076198.53929241,803,10053
Argentina,334517,21629.565667827,803,10053
Argentina,334519,172443.886315642,803,10053
Argentina,334613,12446.500124804,803,10053
Argentina,334614,804609.888696621,803,10053
Argentina,335121,63563.3539981609,803,10053
Argentina,335122,80871.088011473,803,10053
Argentina,335129,113224.400412884,803,10053
Argentina,335210,24461.7972696786,803,10053
Argentina,335221,21674.579886871,803,10053
Argentina,335311,13334,803,10053
Argentina,335312,179616.280821373,803,10053
Argentina,335313,373328.451302124,803,10053
Argentina,335314,212887.648901638,803,10053
Argentina,335911,431547.852268014,803,10053
Argentina,335912,14441,803,10053
Argentina,335921,16662.2149298562,803,10053
Argentina,335929,35492.0919899944,803,10053
Argentina,335931,425681.560188246,803,10053
Argentina,335932,205761,803,10053
Argentina,335991,6534.23386252421,803,10053
Argentina,335999,267934.621347168,803,10053
Argentina,336111,14747304.7385255,803,10053
Argentina,336112,114275,803,10053
Argentina,336120,37438206,803,10053
Argentina,336211,566876,803,10053
Argentina,336212,18263,803,10053
Argentina,336213,310880,803,10053
Argentina,336214,59522,803,10053
Argentina,336310,12709916.41921,803,10053
Argentina,336320,917900.326653535,803,10053
Argentina,336330,3528379.98224543,803,10053
Argentina,336340,268721.567831042,803,10053
Argentina,336350,187735,803,10053
Argentina,336360,70615,803,10053
Argentina,336390,624578.787102944,803,10053
Argentina,336411,357030,803,10053
Argentina,336412,652973.92671218,803,10053
Argentina,336413,967266,803,10053
Argentina,336510,91201,803,10053
Argentina,336612,3686433,803,10053
Argentina,336991,577606.217467998,803,10053
Argentina,336999,62265,803,10053
Argentina,337110,293743,803,10053
Argentina,337121,105839.653884293,803,10053
Argentina,337122,1364811.24138011,803,10053
Argentina,337124,42494.3570426315,803,10053
Argentina,337125,102914.766757587,803,10053
Argentina,337127,838755.616191656,803,10053
Argentina,337211,1207,803,10053
Argentina,337215,6579216.76010184,803,10053
Argentina,339112,372220.509201077,803,10053
Argentina,339113,519296.290924379,803,10053
Argentina,339114,27968.5631784374,803,10053
Argentina,339115,108538.044472862,803,10053
Argentina,339910,699298.968120024,803,10053
Argentina,339920,89627.1469364915,803,10053
Argentina,339930,411413.138349855,803,10053
Argentina,339950,324369.218637424,803,10053
Argentina,339991,359752.684400312,803,10053
Argentina,339992,180679.511396704,803,10053
Argentina,339993,202971.288715425,803,10053
Argentina,339994,247330,803,10053
Argentina,339999,2158935.20831813,803,10053
Argentina,910000,1345189.50530518,803,10053
Argentina,930000,14258945.1207022,803,10053
Argentina,980000,384159268.479502,803,10053
Argentina,990000,13311994.3412021,803,10053
Armenia,111140,28398,806,10054
Armenia,111199,36136,806,10054
Armenia,111339,6388.28364866361,806,10054
Armenia,111998,72754.2452161729,806,10054
Armenia,112910,139184.30859694,806,10054
Armenia,112930,3891,806,10054
Armenia,113210,7621.7423705834,806,10054
Armenia,114111,3161.03565343205,806,10054
Armenia,212299,1219170.45261109,806,10054
Armenia,311211,20334.4324757328,806,10054
Armenia,311230,2437.14282545993,806,10054
Armenia,311311,32653.1396433383,806,10054
Armenia,311340,16016.2876922782,806,10054
Armenia,311320,103012.212580497,806,10054
Armenia,311411,11551.0367196956,806,10054
Armenia,311421,3144349.5578521,806,10054
Armenia,311423,18610.4266722877,806,10054
Armenia,311513,170727,806,10054
Armenia,311520,204166,806,10054
Armenia,311710,32791.1216647597,806,10054
Armenia,311911,141877.71540244,806,10054
Armenia,311920,103386.696153805,806,10054
Armenia,311941,173984.734725623,806,10054
Armenia,311942,2333.43099351859,806,10054
Armenia,312111,385429,806,10054
Armenia,312112,1390778,806,10054
Armenia,312113,117267,806,10054
Armenia,312120,133844.762183155,806,10054
Armenia,312130,3213532.60751015,806,10054
Armenia,312140,189734.282130618,806,10054
Armenia,313210,3075.02231977437,806,10054
Armenia,314110,39618.561781246,806,10054
