fipstate,fipscty,naics,empflag,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,censtate,cencty
33,11,42342/,E,S,0,H,5046,H,20541,18,9,4,2,1,1,1,0,0,0,0,0,0,0,12,11
33,11,423420,E,S,0,H,5046,H,20541,18,9,4,2,1,1,1,0,0,0,0,0,0,0,12,11
33,11,42343/,F,D,0,D,0,D,0,26,10,7,5,2,0,1,0,1,0,0,0,0,0,12,11
33,11,423430,F,D,0,D,0,D,0,26,10,7,5,2,0,1,0,1,0,0,0,0,0,12,11
33,11,42344/,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,423440,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42345/,,H,239,S,0,H,24634,13,6,3,1,1,2,0,0,0,0,0,0,0,0,12,11
33,11,423450,,H,239,S,0,H,24634,13,6,3,1,1,2,0,0,0,0,0,0,0,0,12,11
33,11,42346/,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,423460,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42349/,E,D,0,D,0,D,0,6,3,0,0,1,1,1,0,0,0,0,0,0,0,12,11
33,11,423490,E,D,0,D,0,D,0,6,3,0,0,1,1,1,0,0,0,0,0,0,0,12,11
33,11,4235//,,G,200,H,2898,H,12534,14,6,4,1,2,1,0,0,0,0,0,0,0,0,12,11
33,11,42351/,,G,200,H,2898,H,12534,14,6,4,1,2,1,0,0,0,0,0,0,0,0,12,11
33,11,423510,,G,200,H,2898,H,12534,14,6,4,1,2,1,0,0,0,0,0,0,0,0,12,11
33,11,4236//,,H,1415,G,38534,G,138181,83,40,14,14,9,2,4,0,0,0,0,0,0,0,12,11
33,11,42361/,,G,360,G,6718,G,26401,29,11,5,7,5,1,0,0,0,0,0,0,0,0,12,11
33,11,423610,,G,360,G,6718,G,26401,29,11,5,7,5,1,0,0,0,0,0,0,0,0,12,11
33,11,42362/,C,D,0,D,0,D,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,12,11
33,11,423620,C,D,0,D,0,D,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,12,11
33,11,42369/,,G,901,G,27024,G,91917,52,28,9,7,4,1,3,0,0,0,0,0,0,0,12,11
33,11,423690,,G,901,G,27024,G,91917,52,28,9,7,4,1,3,0,0,0,0,0,0,0,12,11
33,11,4237//,,H,618,G,8389,G,38109,37,16,9,5,5,0,2,0,0,0,0,0,0,0,12,11
33,11,42371/,E,S,0,S,0,H,15881,14,8,2,2,1,0,1,0,0,0,0,0,0,0,12,11
33,11,423710,E,S,0,S,0,H,15881,14,8,2,2,1,0,1,0,0,0,0,0,0,0,12,11
33,11,42372/,,H,208,H,2828,H,11593,11,4,2,2,2,0,1,0,0,0,0,0,0,0,12,11
33,11,423720,,H,208,H,2828,H,11593,11,4,2,2,2,0,1,0,0,0,0,0,0,0,12,11
33,11,42373/,C,D,0,D,0,D,0,10,4,3,1,2,0,0,0,0,0,0,0,0,0,12,11
33,11,423730,C,D,0,D,0,D,0,10,4,3,1,2,0,0,0,0,0,0,0,0,0,12,11
33,11,42374/,A,D,0,D,0,D,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,423740,A,D,0,D,0,D,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,4238//,,G,955,G,15043,G,66337,84,37,20,14,9,3,1,0,0,0,0,0,0,0,12,11
33,11,42381/,,H,51,H,832,H,3446,4,1,0,2,1,0,0,0,0,0,0,0,0,0,12,11
33,11,423810,,H,51,H,832,H,3446,4,1,0,2,1,0,0,0,0,0,0,0,0,0,12,11
33,11,42382/,B,D,0,D,0,D,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,12,11
33,11,423820,B,D,0,D,0,D,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,12,11
33,11,42383/,,H,647,G,10070,G,44251,51,23,11,9,5,2,1,0,0,0,0,0,0,0,12,11
33,11,423830,,H,647,G,10070,G,44251,51,23,11,9,5,2,1,0,0,0,0,0,0,0,12,11
33,11,42384/,,G,99,G,1891,G,6905,13,6,4,1,2,0,0,0,0,0,0,0,0,0,12,11
33,11,423840,,G,99,G,1891,G,6905,13,6,4,1,2,0,0,0,0,0,0,0,0,0,12,11
33,11,42385/,B,D,0,D,0,D,0,10,6,2,1,0,1,0,0,0,0,0,0,0,0,12,11
33,11,423850,B,D,0,D,0,D,0,10,6,2,1,0,1,0,0,0,0,0,0,0,0,12,11
33,11,42386/,A,D,0,D,0,D,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,423860,A,D,0,D,0,D,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,4239//,,G,292,H,4392,G,17526,40,23,12,1,4,0,0,0,0,0,0,0,0,0,12,11
33,11,42391/,,G,26,H,343,H,2123,10,8,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,423910,,G,26,H,343,H,2123,10,8,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42392/,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,423920,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42393/,,G,195,H,2629,H,10803,14,5,5,0,4,0,0,0,0,0,0,0,0,0,12,11
33,11,423930,,G,195,H,2629,H,10803,14,5,5,0,4,0,0,0,0,0,0,0,0,0,12,11
33,11,42394/,,G,20,G,322,G,1361,6,4,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,423940,,G,20,G,322,G,1361,6,4,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42399/,,H,44,H,1047,H,3020,9,6,2,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,423990,,H,44,H,1047,H,3020,9,6,2,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424///,,G,1291,H,16775,G,74499,109,66,17,7,13,3,3,0,0,0,0,0,0,0,12,11
33,11,4241//,,H,216,H,2378,H,10361,15,10,2,0,1,1,1,0,0,0,0,0,0,0,12,11
33,11,42412/,B,S,0,S,0,H,2485,8,6,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,424120,B,S,0,S,0,H,2485,8,6,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,42413/,,H,173,G,1808,G,7876,7,4,1,0,0,1,1,0,0,0,0,0,0,0,12,11
33,11,424130,,H,173,G,1808,G,7876,7,4,1,0,0,1,1,0,0,0,0,0,0,0,12,11
33,11,4242//,,H,93,H,2026,H,8210,7,4,1,0,2,0,0,0,0,0,0,0,0,0,12,11
33,11,42421/,,H,93,H,2026,H,8210,7,4,1,0,2,0,0,0,0,0,0,0,0,0,12,11
33,11,424210,,H,93,H,2026,H,8210,7,4,1,0,2,0,0,0,0,0,0,0,0,0,12,11
33,11,4243//,C,D,0,D,0,D,0,7,3,1,2,0,0,1,0,0,0,0,0,0,0,12,11
33,11,42432/,B,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424320,B,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42433/,C,D,0,D,0,D,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,12,11
33,11,424330,C,D,0,D,0,D,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,12,11
33,11,42434/,B,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424340,B,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,4244//,,G,264,G,2463,G,11215,23,12,5,0,5,1,0,0,0,0,0,0,0,0,12,11
33,11,42441/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424410,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42442/,A,D,0,D,0,D,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424420,A,D,0,D,0,D,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42443/,B,D,0,D,0,D,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,424430,B,D,0,D,0,D,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,42445/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424450,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42447/,B,S,0,S,0,H,1071,3,1,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,424470,B,S,0,S,0,H,1071,3,1,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,42448/,B,D,0,D,0,D,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,424480,B,D,0,D,0,D,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,42449/,,H,157,H,1729,H,7880,10,5,2,0,2,1,0,0,0,0,0,0,0,0,12,11
33,11,424490,,H,157,H,1729,H,7880,10,5,2,0,2,1,0,0,0,0,0,0,0,0,12,11
33,11,4245//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42459/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424590,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,4246//,,G,164,G,2420,G,12691,25,14,6,3,2,0,0,0,0,0,0,0,0,0,12,11
33,11,42461/,B,S,0,H,229,H,1238,6,4,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424610,B,S,0,H,229,H,1238,6,4,2,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42469/,,G,144,G,2191,G,11453,19,10,4,3,2,0,0,0,0,0,0,0,0,0,12,11
33,11,424690,,G,144,G,2191,G,11453,19,10,4,3,2,0,0,0,0,0,0,0,0,0,12,11
33,11,4247//,C,D,0,D,0,D,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,12,11
33,11,42471/,C,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,11
33,11,424710,C,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,11
33,11,42472/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424720,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,4248//,C,D,0,D,0,D,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,12,11
33,11,42481/,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,11
33,11,424810,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,11
33,11,42482/,B,D,0,D,0,D,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,424820,B,D,0,D,0,D,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,4249//,,G,121,H,1245,H,5847,25,19,2,2,2,0,0,0,0,0,0,0,0,0,12,11
33,11,42491/,A,D,0,D,0,D,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424910,A,D,0,D,0,D,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42492/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424920,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42493/,,G,18,H,154,H,568,3,2,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424930,,G,18,H,154,H,568,3,2,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42494/,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,424940,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,42495/,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,424950,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,42499/,,H,48,H,295,G,1708,15,13,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,424990,,H,48,H,295,G,1708,15,13,1,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,425///,,H,221,G,3292,G,17074,70,55,11,3,1,0,0,0,0,0,0,0,0,0,12,11
33,11,4251//,,H,221,G,3292,G,17074,70,55,11,3,1,0,0,0,0,0,0,0,0,0,12,11
33,11,42512/,,H,221,G,3292,G,17074,70,55,11,3,1,0,0,0,0,0,0,0,0,0,12,11
33,11,425120,,H,221,G,3292,G,17074,70,55,11,3,1,0,0,0,0,0,0,0,0,0,12,11
33,11,44----,,G,28018,G,179921,G,785397,1588,579,422,298,181,50,47,11,0,0,0,0,0,0,12,11
33,11,441///,,G,3933,G,41592,G,200976,173,38,43,43,30,11,7,1,0,0,0,0,0,0,12,11
33,11,4411//,,G,2782,G,33095,G,163526,72,18,12,9,14,11,7,1,0,0,0,0,0,0,12,11
33,11,44111/,,G,2605,G,31439,G,156123,42,2,4,5,12,11,7,1,0,0,0,0,0,0,12,11
33,11,441110,,G,2605,G,31439,G,156123,42,2,4,5,12,11,7,1,0,0,0,0,0,0,12,11
33,11,44112/,,H,177,H,1656,G,7403,30,16,8,4,2,0,0,0,0,0,0,0,0,0,12,11
33,11,441120,,H,177,H,1656,G,7403,30,16,8,4,2,0,0,0,0,0,0,0,0,0,12,11
33,11,4412//,,G,278,G,2126,G,10692,19,3,4,7,5,0,0,0,0,0,0,0,0,0,12,11
33,11,44121/,B,S,0,H,454,H,2670,4,0,1,2,1,0,0,0,0,0,0,0,0,0,12,11
33,11,441210,B,S,0,H,454,H,2670,4,0,1,2,1,0,0,0,0,0,0,0,0,0,12,11
33,11,44122/,,G,214,G,1672,G,8022,15,3,3,5,4,0,0,0,0,0,0,0,0,0,12,11
33,11,441222,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,441228,,G,207,G,1623,G,7578,13,2,2,5,4,0,0,0,0,0,0,0,0,0,12,11
33,11,4413//,,G,873,G,6371,G,26758,82,17,27,27,11,0,0,0,0,0,0,0,0,0,12,11
33,11,44131/,,G,551,G,3656,G,15386,53,11,17,19,6,0,0,0,0,0,0,0,0,0,12,11
33,11,441310,,G,551,G,3656,G,15386,53,11,17,19,6,0,0,0,0,0,0,0,0,0,12,11
33,11,44132/,,H,322,G,2715,H,11372,29,6,10,8,5,0,0,0,0,0,0,0,0,0,12,11
33,11,441320,,H,322,G,2715,H,11372,29,6,10,8,5,0,0,0,0,0,0,0,0,0,12,11
33,11,442///,,G,857,G,6065,G,25803,74,39,13,10,9,2,1,0,0,0,0,0,0,0,12,11
33,11,4421//,,G,332,G,3383,G,14699,26,15,2,4,3,2,0,0,0,0,0,0,0,0,12,11
33,11,44211/,,G,332,G,3383,G,14699,26,15,2,4,3,2,0,0,0,0,0,0,0,0,12,11
33,11,442110,,G,332,G,3383,G,14699,26,15,2,4,3,2,0,0,0,0,0,0,0,0,12,11
33,11,4422//,,G,525,G,2682,G,11104,48,24,11,6,6,0,1,0,0,0,0,0,0,0,12,11
33,11,44221/,,G,116,G,1020,G,4565,21,13,5,2,1,0,0,0,0,0,0,0,0,0,12,11
33,11,442210,,G,116,G,1020,G,4565,21,13,5,2,1,0,0,0,0,0,0,0,0,0,12,11
33,11,44229/,,G,409,G,1662,G,6539,27,11,6,4,5,0,1,0,0,0,0,0,0,0,12,11
33,11,442291,A,D,0,D,0,D,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,442299,,G,399,G,1613,G,6316,24,9,5,4,5,0,1,0,0,0,0,0,0,0,12,11
33,11,443///,,H,744,H,4789,H,20698,71,28,34,6,0,0,3,0,0,0,0,0,0,0,12,11
33,11,4431//,,H,744,H,4789,H,20698,71,28,34,6,0,0,3,0,0,0,0,0,0,0,12,11
33,11,44314/,,H,744,H,4789,H,20698,71,28,34,6,0,0,3,0,0,0,0,0,0,0,12,11
33,11,443141,B,D,0,D,0,D,0,7,4,2,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,443142,,H,702,H,4440,H,19226,64,24,32,5,0,0,3,0,0,0,0,0,0,0,12,11
33,11,444///,,H,2316,H,17103,H,74638,127,54,28,24,14,0,7,0,0,0,0,0,0,0,12,11
33,11,4441//,,H,2175,H,16043,H,69148,102,37,24,21,13,0,7,0,0,0,0,0,0,0,12,11
33,11,44411/,G,D,0,D,0,D,0,8,1,0,0,0,0,7,0,0,0,0,0,0,0,12,11
33,11,444110,G,D,0,D,0,D,0,8,1,0,0,0,0,7,0,0,0,0,0,0,0,12,11
33,11,44412/,,G,61,H,760,H,3370,7,4,2,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,444120,,G,61,H,760,H,3370,7,4,2,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,44413/,,G,236,G,1423,G,6620,22,8,5,5,4,0,0,0,0,0,0,0,0,0,12,11
33,11,444130,,G,236,G,1423,G,6620,22,8,5,5,4,0,0,0,0,0,0,0,0,0,12,11
33,11,44419/,,G,606,G,6369,G,28727,65,24,17,16,8,0,0,0,0,0,0,0,0,0,12,11
33,11,444190,,G,606,G,6369,G,28727,65,24,17,16,8,0,0,0,0,0,0,0,0,0,12,11
33,11,4442//,,H,141,G,1060,G,5490,25,17,4,3,1,0,0,0,0,0,0,0,0,0,12,11
33,11,44421/,B,S,0,G,551,G,2637,8,5,1,1,1,0,0,0,0,0,0,0,0,0,12,11
33,11,444210,B,S,0,G,551,G,2637,8,5,1,1,1,0,0,0,0,0,0,0,0,0,12,11
33,11,44422/,,H,78,G,509,G,2853,17,12,3,2,0,0,0,0,0,0,0,0,0,0,12,11
33,11,444220,,H,78,G,509,G,2853,17,12,3,2,0,0,0,0,0,0,0,0,0,0,12,11
33,11,445///,I,D,0,D,0,D,0,187,86,37,28,8,11,10,7,0,0,0,0,0,0,12,11
33,11,4451//,I,D,0,D,0,D,0,133,67,20,15,3,11,10,7,0,0,0,0,0,0,12,11
33,11,44511/,I,D,0,D,0,D,0,70,23,7,10,2,11,10,7,0,0,0,0,0,0,12,11
33,11,445110,I,D,0,D,0,D,0,70,23,7,10,2,11,10,7,0,0,0,0,0,0,12,11
33,11,44512/,,G,266,G,986,G,4069,63,44,13,5,1,0,0,0,0,0,0,0,0,0,12,11
33,11,445120,,G,266,G,986,G,4069,63,44,13,5,1,0,0,0,0,0,0,0,0,0,12,11
33,11,4452//,,G,222,G,767,G,3629,34,15,8,9,2,0,0,0,0,0,0,0,0,0,12,11
33,11,44521/,,G,74,G,308,G,1730,10,4,2,2,2,0,0,0,0,0,0,0,0,0,12,11
33,11,445210,,G,74,G,308,G,1730,10,4,2,2,2,0,0,0,0,0,0,0,0,0,12,11
33,11,44522/,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,445220,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,44523/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,445230,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,44529/,,H,137,G,436,G,1747,22,10,6,6,0,0,0,0,0,0,0,0,0,0,12,11
33,11,445291,A,D,0,D,0,D,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,445292,,G,68,S,0,H,555,8,2,2,4,0,0,0,0,0,0,0,0,0,0,12,11
33,11,445299,,G,61,H,259,H,1039,11,6,3,2,0,0,0,0,0,0,0,0,0,0,12,11
33,11,4453//,C,D,0,D,0,D,0,20,4,9,4,3,0,0,0,0,0,0,0,0,0,12,11
33,11,44531/,C,D,0,D,0,D,0,20,4,9,4,3,0,0,0,0,0,0,0,0,0,12,11
33,11,445310,C,D,0,D,0,D,0,20,4,9,4,3,0,0,0,0,0,0,0,0,0,12,11
33,11,446///,,G,1577,G,12002,G,49846,124,36,29,23,36,0,0,0,0,0,0,0,0,0,12,11
33,11,4461//,,G,1577,G,12002,G,49846,124,36,29,23,36,0,0,0,0,0,0,0,0,0,12,11
33,11,44611/,,H,993,G,8762,G,35719,49,3,5,15,26,0,0,0,0,0,0,0,0,0,12,11
33,11,446110,,H,993,G,8762,G,35719,49,3,5,15,26,0,0,0,0,0,0,0,0,0,12,11
33,11,44612/,,G,254,H,948,G,4057,23,5,9,4,5,0,0,0,0,0,0,0,0,0,12,11
33,11,446120,,G,254,H,948,G,4057,23,5,9,4,5,0,0,0,0,0,0,0,0,0,12,11
33,11,44613/,,H,169,H,867,H,3626,26,16,4,4,2,0,0,0,0,0,0,0,0,0,12,11
33,11,446130,,H,169,H,867,H,3626,26,16,4,4,2,0,0,0,0,0,0,0,0,0,12,11
33,11,44619/,,H,161,G,1425,G,6444,26,12,11,0,3,0,0,0,0,0,0,0,0,0,12,11
33,11,446191,B,S,0,H,445,H,1552,13,6,7,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,446199,,G,105,G,980,G,4892,13,6,4,0,3,0,0,0,0,0,0,0,0,0,12,11
33,11,447///,,G,890,G,4359,G,19131,130,43,53,32,2,0,0,0,0,0,0,0,0,0,12,11
33,11,4471//,,G,890,G,4359,G,19131,130,43,53,32,2,0,0,0,0,0,0,0,0,0,12,11
33,11,44711/,,G,774,G,3544,G,15571,106,30,45,29,2,0,0,0,0,0,0,0,0,0,12,11
33,11,447110,,G,774,G,3544,G,15571,106,30,45,29,2,0,0,0,0,0,0,0,0,0,12,11
33,11,44719/,,H,116,G,815,H,3560,24,13,8,3,0,0,0,0,0,0,0,0,0,0,12,11
33,11,447190,,H,116,G,815,H,3560,24,13,8,3,0,0,0,0,0,0,0,0,0,0,12,11
33,11,448///,,G,3587,G,13432,G,57623,260,53,89,66,37,15,0,0,0,0,0,0,0,0,12,11
33,11,4481//,,G,2750,G,8957,G,37839,164,37,35,46,32,14,0,0,0,0,0,0,0,0,12,11
33,11,44811/,,H,108,H,676,H,2901,10,3,2,4,1,0,0,0,0,0,0,0,0,0,12,11
33,11,448110,,H,108,H,676,H,2901,10,3,2,4,1,0,0,0,0,0,0,0,0,0,12,11
33,11,44812/,,G,541,G,1749,G,7129,50,9,15,19,7,0,0,0,0,0,0,0,0,0,12,11
33,11,448120,,G,541,G,1749,G,7129,50,9,15,19,7,0,0,0,0,0,0,0,0,0,12,11
33,11,44813/,,H,227,H,751,H,3107,18,3,5,6,4,0,0,0,0,0,0,0,0,0,12,11
33,11,448130,,H,227,H,751,H,3107,18,3,5,6,4,0,0,0,0,0,0,0,0,0,12,11
33,11,44814/,,G,1416,G,4102,G,16379,49,4,4,13,17,11,0,0,0,0,0,0,0,0,12,11
33,11,448140,,G,1416,G,4102,G,16379,49,4,4,13,17,11,0,0,0,0,0,0,0,0,12,11
33,11,44815/,B,S,0,S,0,H,1002,16,8,5,3,0,0,0,0,0,0,0,0,0,0,12,11
33,11,448150,B,S,0,S,0,H,1002,16,8,5,3,0,0,0,0,0,0,0,0,0,0,12,11
33,11,44819/,,H,380,H,1426,H,7321,21,10,4,1,3,3,0,0,0,0,0,0,0,0,12,11
33,11,448190,,H,380,H,1426,H,7321,21,10,4,1,3,3,0,0,0,0,0,0,0,0,12,11
33,11,4482//,,G,491,G,2019,G,9929,55,7,34,11,2,1,0,0,0,0,0,0,0,0,12,11
33,11,44821/,,G,491,G,2019,G,9929,55,7,34,11,2,1,0,0,0,0,0,0,0,0,12,11
33,11,448210,,G,491,G,2019,G,9929,55,7,34,11,2,1,0,0,0,0,0,0,0,0,12,11
33,11,4483//,,G,346,G,2456,G,9855,41,9,20,9,3,0,0,0,0,0,0,0,0,0,12,11
33,11,44831/,,G,335,G,2389,G,9564,39,8,19,9,3,0,0,0,0,0,0,0,0,0,12,11
33,11,448310,,G,335,G,2389,G,9564,39,8,19,9,3,0,0,0,0,0,0,0,0,0,12,11
33,11,44832/,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,448320,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,451///,,G,1105,G,4340,G,18229,99,43,22,18,11,5,0,0,0,0,0,0,0,0,12,11
33,11,4511//,,G,945,G,3768,G,15796,85,39,16,16,11,3,0,0,0,0,0,0,0,0,12,11
33,11,45111/,,G,441,G,2092,G,8615,48,21,9,13,5,0,0,0,0,0,0,0,0,0,12,11
33,11,451110,,G,441,G,2092,G,8615,48,21,9,13,5,0,0,0,0,0,0,0,0,0,12,11
33,11,45112/,,H,413,G,1205,G,5236,23,10,3,2,5,3,0,0,0,0,0,0,0,0,12,11
33,11,451120,,H,413,G,1205,G,5236,23,10,3,2,5,3,0,0,0,0,0,0,0,0,12,11
33,11,45113/,,H,34,S,0,H,518,7,5,1,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,451130,,H,34,S,0,H,518,7,5,1,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,45114/,B,S,0,H,352,H,1427,7,3,3,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,451140,B,S,0,H,352,H,1427,7,3,3,0,1,0,0,0,0,0,0,0,0,0,12,11
33,11,4512//,C,D,0,D,0,D,0,14,4,6,2,0,2,0,0,0,0,0,0,0,0,12,11
33,11,45121/,C,D,0,D,0,D,0,14,4,6,2,0,2,0,0,0,0,0,0,0,0,12,11
33,11,451211,C,D,0,D,0,D,0,12,3,5,2,0,2,0,0,0,0,0,0,0,0,12,11
33,11,451212,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,11
33,11,452///,,H,3651,H,20171,H,81433,52,7,11,9,5,2,17,1,0,0,0,0,0,0,12,11
33,11,4521//,,H,2329,H,12178,H,47930,16,0,0,0,1,2,13,0,0,0,0,0,0,0,12,11
33,11,45211/,,H,2329,H,12178,H,47930,16,0,0,0,1,2,13,0,0,0,0,0,0,0,12,11
33,11,452111,,G,977,G,4593,G,18828,8,0,0,0,1,1,6,0,0,0,0,0,0,0,12,11
33,11,452112,G,D,0,D,0,D,0,8,0,0,0,0,1,7,0,0,0,0,0,0,0,12,11
33,11,4529//,,H,1322,H,7993,H,33503,36,7,11,9,4,0,4,1,0,0,0,0,0,0,12,11
33,11,45291/,,H,991,H,6871,H,28443,5,0,0,0,0,0,4,1,0,0,0,0,0,0,12,11
33,11,452910,,H,991,H,6871,H,28443,5,0,0,0,0,0,4,1,0,0,0,0,0,0,12,11
33,11,45299/,,G,331,G,1122,G,5060,31,7,11,9,4,0,0,0,0,0,0,0,0,0,12,11
33,11,452990,,G,331,G,1122,G,5060,31,7,11,9,4,0,0,0,0,0,0,0,0,0,12,11
33,11,453///,,G,1716,G,7083,G,33036,185,92,45,25,19,4,0,0,0,0,0,0,0,0,12,11
33,11,4531//,B,S,0,H,377,H,1651,20,11,8,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,45311/,B,S,0,H,377,H,1651,20,11,8,1,0,0,0,0,0,0,0,0,0,0,12,11
33,11,453110,B,S,0,H,377,H,1651,20,11,8,1,0,0,0,0,0,0,0,0,0,0,12,11
