fipstate,fipscty,naics,empflag,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,censtate,cencty
23,1,------,,G,44283,G,396968,G,1681322,2667,1361,501,395,264,83,39,18,3,3,1,2,0,0,11,1
23,1,11----,,H,51,G,476,G,1772,15,11,4,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,113///,B,S,0,G,392,G,1477,10,6,4,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,1133//,B,S,0,G,392,G,1477,10,6,4,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,11331/,B,S,0,G,392,G,1477,10,6,4,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,113310,B,S,0,G,392,G,1477,10,6,4,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,115///,A,S,0,H,84,G,295,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,1152//,A,D,0,D,0,D,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,11521/,A,D,0,D,0,D,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,115210,A,D,0,D,0,D,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,1153//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,11531/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,115310,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,22----,B,S,0,S,0,H,7587,5,2,1,0,1,1,0,0,0,0,0,0,0,0,11,1
23,1,221///,B,S,0,S,0,H,7587,5,2,1,0,1,1,0,0,0,0,0,0,0,0,11,1
23,1,2211//,B,S,0,S,0,H,7587,5,2,1,0,1,1,0,0,0,0,0,0,0,0,11,1
23,1,22111/,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,221111,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,221118,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,22112/,B,S,0,H,1468,H,6279,3,1,1,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,221122,B,S,0,H,1468,H,6279,3,1,1,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,23----,,G,2042,G,20286,G,100666,331,241,32,28,25,5,0,0,0,0,0,0,0,0,11,1
23,1,236///,,G,317,G,2983,G,12961,69,57,4,3,5,0,0,0,0,0,0,0,0,0,11,1
23,1,2361//,,H,167,H,1060,G,4969,55,49,2,2,2,0,0,0,0,0,0,0,0,0,11,1
23,1,23611/,,H,167,H,1060,G,4969,55,49,2,2,2,0,0,0,0,0,0,0,0,0,11,1
23,1,236115,,G,54,G,319,G,1495,16,13,2,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,236117,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,236118,,G,86,G,533,G,2573,38,36,0,1,1,0,0,0,0,0,0,0,0,0,11,1
23,1,2362//,,G,150,G,1923,G,7992,14,8,2,1,3,0,0,0,0,0,0,0,0,0,11,1
23,1,23621/,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,236210,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,23622/,,G,105,H,1409,H,5782,12,7,2,1,2,0,0,0,0,0,0,0,0,0,11,1
23,1,236220,,G,105,H,1409,H,5782,12,7,2,1,2,0,0,0,0,0,0,0,0,0,11,1
23,1,237///,,G,256,G,2979,G,18784,25,9,8,4,3,1,0,0,0,0,0,0,0,0,11,1
23,1,2371//,,H,161,H,1829,G,9924,13,3,4,3,3,0,0,0,0,0,0,0,0,0,11,1
23,1,23711/,C,S,0,H,1593,H,8727,9,1,3,2,3,0,0,0,0,0,0,0,0,0,11,1
23,1,237110,C,S,0,H,1593,H,8727,9,1,3,2,3,0,0,0,0,0,0,0,0,0,11,1
23,1,23712/,A,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,237120,A,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,23713/,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,237130,A,D,0,D,0,D,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,2372//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,23721/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,237210,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,2373//,,H,84,H,995,H,7078,7,2,3,1,0,1,0,0,0,0,0,0,0,0,11,1
23,1,23731/,,H,84,H,995,H,7078,7,2,3,1,0,1,0,0,0,0,0,0,0,0,11,1
23,1,237310,,H,84,H,995,H,7078,7,2,3,1,0,1,0,0,0,0,0,0,0,0,11,1
23,1,2379//,A,S,0,G,131,H,1666,4,3,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,23799/,A,S,0,G,131,H,1666,4,3,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,237990,A,S,0,G,131,H,1666,4,3,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,238///,,G,1469,G,14324,G,68921,237,175,20,21,17,4,0,0,0,0,0,0,0,0,11,1
23,1,2381//,,G,272,G,2649,G,11329,44,34,3,3,2,2,0,0,0,0,0,0,0,0,11,1
23,1,23811/,,G,16,G,54,G,695,6,5,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,238110,,G,16,G,54,G,695,6,5,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,23813/,A,D,0,D,0,D,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,238130,A,D,0,D,0,D,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,23814/,,H,80,H,1005,H,3426,14,11,1,0,2,0,0,0,0,0,0,0,0,0,11,1
23,1,238140,,H,80,H,1005,H,3426,14,11,1,0,2,0,0,0,0,0,0,0,0,0,11,1
23,1,23816/,,H,115,H,915,G,4273,13,8,1,3,0,1,0,0,0,0,0,0,0,0,11,1
23,1,238160,,H,115,H,915,G,4273,13,8,1,3,0,1,0,0,0,0,0,0,0,0,11,1
23,1,23817/,B,D,0,D,0,D,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,238170,B,D,0,D,0,D,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,23819/,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,238190,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,2382//,,G,664,G,6947,G,32825,93,65,7,10,10,1,0,0,0,0,0,0,0,0,11,1
23,1,23821/,,H,272,H,2662,H,12747,36,23,3,6,4,0,0,0,0,0,0,0,0,0,11,1
23,1,238210,,H,272,H,2662,H,12747,36,23,3,6,4,0,0,0,0,0,0,0,0,0,11,1
23,1,23822/,,G,370,G,4069,G,18858,55,41,4,4,5,1,0,0,0,0,0,0,0,0,11,1
23,1,238220,,G,370,G,4069,G,18858,55,41,4,4,5,1,0,0,0,0,0,0,0,0,11,1
23,1,23829/,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,238290,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,2383//,,H,287,G,2464,G,10716,53,39,6,6,1,1,0,0,0,0,0,0,0,0,11,1
23,1,23831/,,G,150,H,1399,H,5717,9,4,0,3,1,1,0,0,0,0,0,0,0,0,11,1
23,1,238310,,G,150,H,1399,H,5717,9,4,0,3,1,1,0,0,0,0,0,0,0,0,11,1
23,1,23832/,,G,46,G,311,G,1471,13,10,2,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,238320,,G,46,G,311,G,1471,13,10,2,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,23833/,A,S,0,G,101,G,456,8,7,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,238330,A,S,0,G,101,G,456,8,7,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,23834/,A,S,0,G,21,H,116,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,238340,A,S,0,G,21,H,116,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,23835/,,H,34,H,249,H,1176,13,10,3,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,238350,,H,34,H,249,H,1176,13,10,3,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,23839/,,H,30,G,383,G,1780,5,3,0,2,0,0,0,0,0,0,0,0,0,0,11,1
23,1,238390,,H,30,G,383,G,1780,5,3,0,2,0,0,0,0,0,0,0,0,0,0,11,1
23,1,2389//,,G,246,G,2264,G,14051,47,37,4,2,4,0,0,0,0,0,0,0,0,0,11,1
23,1,23891/,,G,189,G,1662,G,10015,32,24,3,2,3,0,0,0,0,0,0,0,0,0,11,1
23,1,238910,,G,189,G,1662,G,10015,32,24,3,2,3,0,0,0,0,0,0,0,0,0,11,1
23,1,23899/,B,S,0,H,602,H,4036,15,13,1,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,238990,B,S,0,H,602,H,4036,15,13,1,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,31----,,G,5082,G,55132,G,235066,147,40,30,31,22,11,8,5,0,0,0,0,0,0,11,1
23,1,311///,F,D,0,D,0,D,0,14,5,1,3,3,0,1,1,0,0,0,0,0,0,11,1
23,1,3111//,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,31111/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,311119,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3116//,B,D,0,D,0,D,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,31161/,B,D,0,D,0,D,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,311611,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,311612,A,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3118//,F,D,0,D,0,D,0,8,1,0,2,3,0,1,1,0,0,0,0,0,0,11,1
23,1,31181/,F,D,0,D,0,D,0,6,0,0,2,2,0,1,1,0,0,0,0,0,0,11,1
23,1,311811,B,D,0,D,0,D,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,11,1
23,1,311812,F,D,0,D,0,D,0,4,0,0,0,2,0,1,1,0,0,0,0,0,0,11,1
23,1,31182/,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,311824,B,D,0,D,0,D,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,3119//,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,31194/,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,311941,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,312///,E,D,0,D,0,D,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,11,1
23,1,3121//,E,D,0,D,0,D,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,11,1
23,1,31211/,E,D,0,D,0,D,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1
23,1,312112,E,D,0,D,0,D,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1
23,1,31214/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,312140,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,313///,,G,115,G,1213,G,4986,7,1,2,1,3,0,0,0,0,0,0,0,0,0,11,1
23,1,3131//,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,31311/,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,313110,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3132//,,G,109,G,1167,G,4764,6,1,1,1,3,0,0,0,0,0,0,0,0,0,11,1
23,1,31321/,,G,106,G,1159,G,4721,5,0,1,1,3,0,0,0,0,0,0,0,0,0,11,1
23,1,313210,,G,106,G,1159,G,4721,5,0,1,1,3,0,0,0,0,0,0,0,0,0,11,1
23,1,31323/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,313230,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,314///,E,D,0,D,0,D,0,8,3,3,1,0,0,1,0,0,0,0,0,0,0,11,1
23,1,3141//,E,D,0,D,0,D,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,11,1
23,1,31411/,E,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,314110,E,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,31412/,,H,21,H,98,H,518,3,1,1,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,314120,,H,21,H,98,H,518,3,1,1,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3149//,A,D,0,D,0,D,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,31491/,A,D,0,D,0,D,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,314910,A,D,0,D,0,D,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,31499/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,314999,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,316///,,H,195,H,1576,H,6366,5,1,1,1,1,0,1,0,0,0,0,0,0,0,11,1
23,1,3162//,C,D,0,D,0,D,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,11,1
23,1,31621/,C,D,0,D,0,D,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,11,1
23,1,316210,C,D,0,D,0,D,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,11,1
23,1,3169//,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,31699/,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,316998,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,321///,,G,393,G,2858,G,13117,16,4,3,4,2,2,1,0,0,0,0,0,0,0,11,1
23,1,3211//,B,D,0,D,0,D,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,32111/,B,D,0,D,0,D,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,321113,A,S,0,G,87,H,419,3,1,2,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,321114,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,3219//,,G,347,G,2495,G,11531,12,3,1,4,1,2,1,0,0,0,0,0,0,0,11,1
23,1,32191/,,H,40,G,361,H,2541,5,2,0,3,0,0,0,0,0,0,0,0,0,0,11,1
23,1,321911,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,321912,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,321918,B,D,0,D,0,D,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,11,1
23,1,32192/,,G,223,H,1796,H,7345,4,0,0,1,1,1,1,0,0,0,0,0,0,0,11,1
23,1,321920,,G,223,H,1796,H,7345,4,0,0,1,1,1,1,0,0,0,0,0,0,0,11,1
23,1,32199/,B,D,0,D,0,D,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,321999,B,D,0,D,0,D,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,322///,F,D,0,D,0,D,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,11,1
23,1,3221//,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,32211/,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,322110,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,3222//,F,D,0,D,0,D,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,11,1
23,1,32221/,C,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,322211,C,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,32222/,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,322220,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,32229/,E,D,0,D,0,D,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1
23,1,322291,E,D,0,D,0,D,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1
23,1,323///,E,S,0,H,3857,H,16600,13,6,3,2,0,1,0,1,0,0,0,0,0,0,11,1
23,1,3231//,E,S,0,H,3857,H,16600,13,6,3,2,0,1,0,1,0,0,0,0,0,0,11,1
23,1,32311/,E,S,0,H,3857,H,16600,13,6,3,2,0,1,0,1,0,0,0,0,0,0,11,1
23,1,323111,E,S,0,H,3673,H,15837,8,2,3,1,0,1,0,1,0,0,0,0,0,0,11,1
23,1,323113,B,S,0,H,182,H,747,4,3,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,323117,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,324///,A,D,0,D,0,D,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3241//,A,D,0,D,0,D,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,32412/,A,D,0,D,0,D,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,324121,A,D,0,D,0,D,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,325///,,H,82,H,1109,H,5526,3,0,1,0,1,1,0,0,0,0,0,0,0,0,11,1
23,1,3252//,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,32521/,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,325211,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,3253//,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,32531/,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,325314,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3259//,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,32599/,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,325991,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,326///,,G,470,G,4038,G,21307,9,0,1,3,3,1,0,1,0,0,0,0,0,0,11,1
23,1,3261//,,H,432,G,3677,H,19970,7,0,0,3,2,1,0,1,0,0,0,0,0,0,11,1
23,1,32611/,B,D,0,D,0,D,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,11,1
23,1,326112,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,326113,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,32613/,E,D,0,D,0,D,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1
23,1,326130,E,D,0,D,0,D,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1
23,1,32616/,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,326160,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,32619/,,G,87,H,558,H,2483,3,0,0,2,0,1,0,0,0,0,0,0,0,0,11,1
23,1,326199,,G,87,H,558,H,2483,3,0,0,2,0,1,0,0,0,0,0,0,0,0,11,1
23,1,3262//,B,D,0,D,0,D,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,32621/,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,326212,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,32629/,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,326299,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,327///,,H,81,H,817,H,4730,6,1,2,1,2,0,0,0,0,0,0,0,0,0,11,1
23,1,3271//,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,32712/,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,327120,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,3273//,,H,43,H,412,H,2616,3,0,2,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,32732/,B,D,0,D,0,D,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,327320,B,D,0,D,0,D,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,32739/,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,327390,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3279//,A,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,32799/,A,D,0,D,0,D,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,327991,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,327993,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,331///,E,D,0,D,0,D,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,11,1
23,1,3314//,E,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,33149/,E,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,331491,E,D,0,D,0,D,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,3315//,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,33151/,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,331511,B,D,0,D,0,D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,332///,,H,460,H,5761,H,22648,18,5,7,2,1,2,1,0,0,0,0,0,0,0,11,1
23,1,3323//,,H,181,H,2222,H,9193,6,2,1,1,0,2,0,0,0,0,0,0,0,0,11,1
23,1,33231/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,332312,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,33232/,,H,178,H,2204,H,9120,5,1,1,1,0,2,0,0,0,0,0,0,0,0,11,1
23,1,332322,,H,169,H,2142,H,8889,4,1,0,1,0,2,0,0,0,0,0,0,0,0,11,1
23,1,332323,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3327//,,G,66,G,673,G,3310,10,3,5,1,1,0,0,0,0,0,0,0,0,0,11,1
23,1,33271/,,G,55,G,566,G,2867,9,3,5,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,332710,,G,55,G,566,G,2867,9,3,5,0,1,0,0,0,0,0,0,0,0,0,11,1
23,1,33272/,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,332721,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3329//,C,D,0,D,0,D,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,33299/,C,D,0,D,0,D,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,332999,C,D,0,D,0,D,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,11,1
23,1,333///,,H,295,H,3657,H,15217,9,3,1,2,0,3,0,0,0,0,0,0,0,0,11,1
23,1,3332//,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,33324/,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,333249,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3334//,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,33341/,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,333414,A,D,0,D,0,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3335//,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,33351/,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,333511,A,D,0,D,0,D,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3339//,,H,267,H,3436,H,14268,5,1,0,1,0,3,0,0,0,0,0,0,0,0,11,1
23,1,33391/,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,333911,A,D,0,D,0,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1
23,1,33392/,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,333922,B,D,0,D,0,D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1
23,1,33399/,,G,174,G,1678,G,7413,3,0,0,1,0,2,0,0,0,0,0,0,0,0,11,1
23,1,333999,,G,174,G,1678,G,7413,3,0,0,1,0,2,0,0,0,0,0,0,0,0,11,1
23,1,334///,,H,26,H,208,G,882,3,1,0,2,0,0,0,0,0,0,0,0,0,0,11,1
23,1,3342//,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,33422/,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
23,1,334220,A,D,0,D,0,D,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1
